root_a,english_a,root_b,english_b,distance,placed
glap,brag,glet,gate,2,one hand placed
glap,brag,grep,grape,2,one hand placed
glap,brag,gleb,loot,2,neither hand placed
glap,brag,klep,stalk,2,neither hand placed
glap,brag,glot,goat,2,one hand placed
glap,brag,glob,planet,2,one hand placed
bred,braid,dreb,penetrate,2,one hand placed
bred,braid,pled,reflex,2,one hand placed
bred,braid,dret,transmit,2,one hand placed
bred,braid,drid,damp,2,one hand placed
bred,braid,prid,humility,2,one hand placed
bred,braid,brit,orbit,2,both hand placed
bred,braid,drad,put,2,both hand placed
bred,braid,prad,whim,2,one hand placed
bren,brain,dreq,cork,2,one hand placed
bren,brain,prem,exterior,2,one hand placed
bren,brain,drem,indulge,2,one hand placed
bren,brain,preq,uncertain,2,one hand placed
bren,brain,briq,bring,2,both hand placed
bren,brain,brim,hydrogen,2,one hand placed
bren,brain,prin,preach,2,one hand placed
bren,brain,drin,precision,2,one hand placed
bren,brain,dran,clause,2,one hand placed
bren,brain,pran,odor,2,one hand placed
cubz,brake,xudz,instrument,2,neither hand placed
cubz,brake,fudz,polish,2,neither hand placed
cubz,brake,sudz,unique,2,neither hand placed
cubz,brake,fobz,burden,2,neither hand placed
cubz,brake,xobz,candidate,2,neither hand placed
snat,bran,snep,clash,2,neither hand placed
snat,bran,sned,stair,2,neither hand placed
snat,bran,snop,germ,2,neither hand placed
snat,bran,snod,paradox,2,neither hand placed
lum,branch,run,glyph,2,both hand placed
lum,branch,rom,fair,2,one hand placed
seft,brand,zift,operate,2,neither hand placed
seft,brand,zaft,monitor,2,neither hand placed
brev,brave,plev,crocodile,2,one hand placed
brev,brave,dref,definite,2,both hand placed
brev,brave,pref,epic,2,one hand placed
brev,brave,brif,brief,2,both hand placed
brev,brave,driv,fate,2,both hand placed
brev,brave,priv,squeak,2,one hand placed
brev,brave,prav,wedge,2,one hand placed
tand,bravo,tent,reputation,2,neither hand placed
dalf,bread,talv,convince,2,neither hand placed
dalf,bread,tarf,plastic,2,neither hand placed
dalf,bread,darv,ruin,2,neither hand placed
dalf,bread,dolv,deliver,2,one hand placed
dalf,bread,dorf,plant,2,neither hand placed
ged,break,ket,but,2,one hand placed
ged,break,gib,guide,2,one hand placed
ged,break,git,infinite,2,one hand placed
ged,break,kad,hard,2,neither hand placed
geg,break,kek,agree,2,one hand placed
geg,break,kag,alone,2,neither hand placed
geq,break,ken,communicate,2,one hand placed
geq,break,gim,magic,2,one hand placed
geq,break,gin,sync,2,one hand placed
geq,break,kaq,object,2,one hand placed
xamp,breast,xant,ancient,2,one hand placed
nets,breathe,nips,cup,2,neither hand placed
cesk,breed,sisk,admire,2,neither hand placed
cesk,breed,xisk,faint,2,neither hand placed
cesk,breed,fisk,lamb,2,neither hand placed
cesk,breed,xask,ask,2,one hand placed
cund,bribe,sunt,flow,2,neither hand placed
cund,bribe,xunt,pad,2,neither hand placed
cund,bribe,fond,festival,2,neither hand placed
cund,bribe,xond,solo,2,neither hand placed
fark,brick,varg,lemon,2,neither hand placed
fark,brick,valk,pill,2,neither hand placed
fark,brick,folk,coin,2,neither hand placed
fark,brick,forg,dummy,2,neither hand placed
balp,bride,barb,barb,2,one hand placed
balp,bride,bart,pen,2,neither hand placed
balp,bride,parp,perpendicular,2,one hand placed
balp,bride,dalb,pink,2,neither hand placed
balp,bride,palb,shine,2,neither hand placed
balp,bride,borp,burp,2,one hand placed
balp,bride,bolb,library,2,neither hand placed
nalb,bridge,narp,faith,2,neither hand placed
nalb,bridge,nard,shirt,2,neither hand placed
nalb,bridge,norb,belong,2,neither hand placed
nalb,bridge,nold,file,2,neither hand placed
brif,brief,driv,fate,2,both hand placed
brif,brief,plif,gallon,2,one hand placed
brif,brief,dric,isolate,2,one hand placed
brif,brief,priv,squeak,2,one hand placed
brif,brief,dref,definite,2,both hand placed
brif,brief,pref,epic,2,one hand placed
din,bright,tim,team,2,one hand placed
galz,brilliant,gorz,medicine,2,neither hand placed
skef,brim,skiv,relapse,2,neither hand placed
briq,bring,drim,dream,2,both hand placed
briq,bring,prin,preach,2,one hand placed
briq,bring,drin,precision,2,one hand placed
briq,bring,pliq,siege,2,one hand placed
briq,bring,dreq,cork,2,one hand placed
briq,bring,preq,uncertain,2,one hand placed
mift,broken,neft,crew,2,neither hand placed
spob,brood,stop,bog,2,neither hand placed
spob,brood,stod,pant,2,neither hand placed
spob,brood,stab,stab,2,one hand placed
spob,brood,stub,constellation,2,neither hand placed
spob,brood,spud,format,2,neither hand placed
siq,brother,zim,pleasure,2,one hand placed
siq,brother,zeq,chance,2,neither hand placed
brol,brow,dral,dry,2,both hand placed
brol,brow,drul,drool,2,both hand placed
cov,brown,sof,each,2,both hand placed
cov,brown,fof,win,2,one hand placed
cov,brown,sav,silver,2,both hand placed
cov,brown,suv,observe,2,both hand placed
cov,brown,xuv,return,2,both hand placed
cov,brown,fuv,suppose,2,one hand placed
fruq,browse,vrum,mesh,2,neither hand placed
fruq,browse,vrun,ocean,2,one hand placed
fruq,browse,vroq,revoke,2,neither hand placed
djif,bruise,txif,dense,2,neither hand placed
sisp,brush,zist,resist,2,one hand placed
sisp,brush,zesp,pit,2,neither hand placed
jimp,bubble,jint,tuna,2,neither hand placed
jimp,bubble,xemp,ladder,2,neither hand placed
ralf,buckle,rarv,blink,2,neither hand placed
ralf,buckle,rolv,efficient,2,neither hand placed
ralf,buckle,rorf,restore,2,neither hand placed
gond,bud,kand,command,2,one hand placed
gond,bud,gunt,travel,2,neither hand placed
blax,buff,prax,ash,2,one hand placed
blax,buff,drax,fright,2,neither hand placed
blax,buff,brex,awe,2,neither hand placed
blax,buff,plex,tremble,2,neither hand placed
blax,buff,brox,domain,2,neither hand placed
blax,buff,bloc,rim,2,neither hand placed
blax,buff,plox,snob,2,neither hand placed
blax,buff,bloj,wed,2,neither hand placed
klon,buffer,kran,snail,2,neither hand placed
klon,buffer,klum,cue,2,one hand placed
klon,buffer,kluq,ointment,2,neither hand placed
pamp,bug,pant,district,2,neither hand placed
pamp,bug,temp,hug,2,neither hand placed
pamp,bug,tomp,arrive,2,neither hand placed
guf,build,kuv,divide,2,one hand placed
guf,build,kof,default,2,one hand placed
stox,bulge,stuc,adhesive,2,neither hand placed
dund,bull,tunt,museum,2,neither hand placed
dund,bull,tond,cheer,2,neither hand placed
gesp,bullet,gist,pretend,2,neither hand placed
gesp,bullet,kisp,tunnel,2,neither hand placed
Cidz,bully,jibz,aggressive,2,neither hand placed
Cidz,bully,zibz,gum,2,neither hand placed
Cidz,bully,vibz,pump,2,neither hand placed
Cidz,bully,cibz,vain,2,neither hand placed
Cidz,bully,vedz,covering,2,neither hand placed
Cidz,bully,cedz,discharge,2,neither hand placed
Cidz,bully,jedz,rack,2,neither hand placed
Cidz,bully,zedz,session,2,neither hand placed
bamp,bump,bant,yard,2,one hand placed
bamp,bump,demp,spring,2,one hand placed
bamp,bump,pemp,victory,2,one hand placed
bamp,bump,domp,dump,2,both hand placed
bamp,bump,pomp,nation,2,one hand placed
driC,bun,triz,basin,2,neither hand placed
driC,bun,triv,plow,2,neither hand placed
driC,bun,trij,treasure,2,one hand placed
motx,bunch,nutx,battle,2,neither hand placed
grim,bundle,kriq,care,2,one hand placed
grim,bundle,krin,groin,2,neither hand placed
grim,bundle,klim,icon,2,neither hand placed
fobz,burden,vodz,beneath,2,neither hand placed
fobz,burden,vabz,hollow,2,neither hand placed
fobz,burden,vubz,harbor,2,neither hand placed
fobz,burden,fudz,polish,2,neither hand placed
molc,burn,nolf,danger,2,neither hand placed
molc,burn,nalc,strike,2,neither hand placed
borp,burp,dort,dirt,2,both hand placed
borp,burp,dorb,dollar,2,one hand placed
borp,burp,porb,exchange,2,one hand placed
borp,burp,parp,perpendicular,2,both hand placed
flif,burrow,vrif,cranium,2,neither hand placed
flif,burrow,friv,slough,2,neither hand placed
flif,burrow,fref,sorcery,2,neither hand placed
bust,burst,dusp,coast,2,one hand placed
bust,burst,pusp,routine,2,one hand placed
parf,bury,tarv,fashion,2,neither hand placed
parf,bury,talf,interrupt,2,neither hand placed
parf,bury,polf,drama,2,neither hand placed
parf,bury,porv,thin,2,neither hand placed
send,bush,zent,citizen,2,neither hand placed
send,bush,sint,benefit,2,neither hand placed
send,bush,zind,leather,2,neither hand placed
send,bush,zand,magnificent,2,neither hand placed
dold,bust,dort,dirt,2,one hand placed
dold,bust,dorb,dollar,2,neither hand placed
ket,but,kip,tune,2,both hand placed
xodj,butcher,xotx,compete,2,neither hand placed
blut,butt,brud,disc,2,one hand placed
blut,butt,plup,poop,2,both hand placed
blut,butt,plot,afterward,2,one hand placed
pond,butter,tand,bravo,2,neither hand placed
pond,butter,punt,print,2,neither hand placed
pond,butter,tund,therapy,2,neither hand placed
dond,button,tand,bravo,2,neither hand placed
dond,button,dunt,clever,2,neither hand placed
dond,button,tund,therapy,2,neither hand placed
bruz,buzz,pluz,nausea,2,one hand placed
bruz,buzz,drus,radius,2,both hand placed
bruz,buzz,droz,enter,2,both hand placed
baC,by,dac,death,2,both hand placed
baC,by,dav,divine,2,both hand placed
baC,by,pac,path,2,both hand placed
baC,by,daz,previous,2,one hand placed
baC,by,bev,ancestor,2,one hand placed
baC,by,bez,index,2,one hand placed
baC,by,boz,private,2,both hand placed
veb,byte,vip,six,2,both hand placed
drif,cabbage,triv,plow,2,neither hand placed
drif,cabbage,tref,quantity,2,neither hand placed
pigz,cable,piks,glory,2,neither hand placed
pigz,cable,tegz,trail,2,neither hand placed
froq,cache,vrom,exempt,2,neither hand placed
froq,cache,vron,nurture,2,neither hand placed
froq,cache,vraq,chlorine,2,neither hand placed
froq,cache,vruq,fowl,2,neither hand placed
froq,cache,frum,mucus,2,neither hand placed
froq,cache,frun,wobble,2,neither hand placed
drij,cactus,trix,symptom,2,neither hand placed
porg,cage,targ,defend,2,neither hand placed
txev,calculate,txif,dense,2,neither hand placed
txev,calculate,txiC,ether,2,neither hand placed
Cemp,calendar,Cent,harsh,2,neither hand placed
Cemp,calendar,jimp,bubble,2,neither hand placed
Cemp,calendar,zimp,chop,2,neither hand placed
Cemp,calendar,cimp,disk,2,neither hand placed
Cemp,calendar,vimp,swallow,2,neither hand placed
Cemp,calendar,camp,establish,2,neither hand placed
Cemp,calendar,zamp,hut,2,neither hand placed
Cemp,calendar,vamp,pan,2,neither hand placed
Cemp,calendar,jamp,rot,2,neither hand placed
kar,call,kol,all,2,both hand placed
kam,calm,ken,communicate,2,both hand placed
kam,calm,keq,happy,2,one hand placed
kam,calm,kon,and,2,both hand placed
mort,camera,nord,order,2,one hand placed
traz,camouflage,tres,trace,2,one hand placed
kard,can,kold,cold,2,both hand placed
kard,can,korb,cone,2,both hand placed
budj,cancer,butx,expert,2,neither hand placed
budj,cancer,dodj,below,2,neither hand placed
xobz,candidate,xops,spill,2,neither hand placed
xobz,candidate,xudz,instrument,2,neither hand placed
galv,candy,kalf,humor,2,neither hand placed
galv,candy,karv,instance,2,neither hand placed
galv,candy,garf,release,2,neither hand placed
galv,candy,golf,assume,2,neither hand placed
galv,candy,kolv,behave,2,neither hand placed
galv,candy,gorv,lift,2,neither hand placed
fuk,cannot,vug,city,2,neither hand placed
xump,canyon,xunt,pad,2,neither hand placed
zal,captain,zor,cool,2,neither hand placed
femp,capture,vimp,swallow,2,neither hand placed
femp,capture,vamp,pan,2,neither hand placed
smev,carcass,snef,adjacent,2,neither hand placed
smev,carcass,sneC,swarm,2,neither hand placed
smev,carcass,smif,component,2,neither hand placed
smev,carcass,smiC,pillar,2,neither hand placed
smev,carcass,sniv,smut,2,neither hand placed
smev,carcass,snav,knuckle,2,neither hand placed
lez,card,res,honor,2,neither hand placed
lez,card,reC,progress,2,one hand placed
lez,card,riz,rise,2,one hand placed
lez,card,lis,swear,2,neither hand placed
lez,card,raz,resonate,2,one hand placed
vreq,carp,vrin,pheasant,2,neither hand placed
vreq,carp,vrim,tremor,2,neither hand placed
maft,carry,neft,crew,2,neither hand placed
maft,carry,noft,afford,2,neither hand placed
xets,cart,xips,severe,2,neither hand placed
vrac,cartilage,vrex,feces,2,neither hand placed
vrac,cartilage,vref,gradual,2,neither hand placed
vrac,cartilage,vrof,spar,2,neither hand placed
vrac,cartilage,vrox,width,2,neither hand placed
djon,carve,txon,render,2,neither hand placed
djon,carve,djum,remorse,2,neither hand placed
djon,carve,djuq,wiggle,2,neither hand placed
fram,cascade,vraq,chlorine,2,neither hand placed
fram,cascade,vran,seductive,2,neither hand placed
fram,cascade,vrem,rein,2,neither hand placed
fram,cascade,freq,satire,2,neither hand placed
fram,cascade,froq,cache,2,neither hand placed
fram,cascade,vrom,exempt,2,neither hand placed
fram,cascade,fron,vapor,2,neither hand placed
nor,case,nul,forget,2,one hand placed
kast,cast,kesp,electric,2,one hand placed
pibz,castle,tidz,anger,2,neither hand placed
pibz,castle,pips,delicious,2,neither hand placed
pibz,castle,tebz,ease,2,neither hand placed
jusp,casual,xust,recover,2,neither hand placed
jusp,casual,xosp,disappoint,2,neither hand placed
klat,cat,krad,abyss,2,one hand placed
klat,cat,kret,secret,2,both hand placed
klat,cat,kled,silicon,2,one hand placed
klat,cat,klep,stalk,2,one hand placed
klat,cat,klod,ore,2,one hand placed
drit,catalog,tret,trait,2,one hand placed
wolc,category,worf,retrieve,2,neither hand placed
glug,cautious,grog,newton,2,neither hand placed
kliv,cave,krev,crave,2,both hand placed
djub,cavity,txub,rotate,2,neither hand placed
skoq,cease,skum,scheme,2,both hand placed
badz,celebrate,pabz,champion,2,neither hand placed
badz,celebrate,dabz,sue,2,neither hand placed
badz,celebrate,bebz,dawn,2,neither hand placed
badz,celebrate,pedz,ill,2,neither hand placed
badz,celebrate,dedz,tour,2,neither hand placed
badz,celebrate,bobz,pulse,2,neither hand placed
mudz,cell,nubz,feed,2,neither hand placed
mudz,cell,muts,price,2,neither hand placed
mudz,cell,nodz,account,2,neither hand placed
sals,celsius,sarz,feature,2,both hand placed
lolb,cement,rorb,herb,2,neither hand placed
lolb,cement,ralb,vagina,2,neither hand placed
nav,center,nef,stop,2,one hand placed
nav,center,nof,most,2,one hand placed
barp,central,darb,follow,2,one hand placed
barp,central,part,part,2,one hand placed
barp,central,parb,swell,2,neither hand placed
barp,central,borb,intend,2,neither hand placed
barp,central,bolp,steady,2,neither hand placed
parg,century,torg,ignore,2,neither hand placed
parg,century,pork,per,2,one hand placed
ceks,cereal,fiks,confident,2,neither hand placed
ceks,cereal,siks,cotton,2,neither hand placed
ceks,cereal,xaks,dial,2,neither hand placed
higz,ceremony,hiks,nut,2,neither hand placed
lip,chain,rit,soil,2,both hand placed
lip,chain,rep,relax,2,one hand placed
glif,chalk,kliv,cave,2,one hand placed
glif,chalk,griv,grieve,2,one hand placed
glif,chalk,gref,contribute,2,neither hand placed
glif,chalk,klef,feeble,2,neither hand placed
pubz,challenge,pups,shore,2,neither hand placed
pubz,challenge,tudz,slave,2,neither hand placed
pabz,champion,tebz,ease,2,neither hand placed
pabz,champion,pedz,ill,2,neither hand placed
zeq,chance,zim,pleasure,2,one hand placed
bark,channel,parg,century,2,neither hand placed
bark,channel,darg,meal,2,neither hand placed
bark,channel,pork,per,2,one hand placed
bark,channel,borg,rob,2,neither hand placed
bark,channel,bolk,rope,2,neither hand placed
plik,chant,trik,trick,2,one hand placed
spam,chaotic,stan,invoke,2,neither hand placed
spam,chaotic,staq,toil,2,neither hand placed
spam,chaotic,speq,confound,2,neither hand placed
spam,chaotic,spen,snort,2,neither hand placed
spam,chaotic,stem,trillion,2,neither hand placed
spam,chaotic,stom,install,2,one hand placed
spam,chaotic,spon,poise,2,neither hand placed
spam,chaotic,spoq,tact,2,neither hand placed
valt,chapter,vard,hail,2,neither hand placed
valt,chapter,varp,loyal,2,neither hand placed
valt,chapter,vort,alike,2,neither hand placed
valt,chapter,volp,applause,2,neither hand placed
valt,chapter,vold,practical,2,neither hand placed
smut,char,snup,moisture,2,neither hand placed
smut,char,snud,wart,2,neither hand placed
smut,char,snot,exceed,2,neither hand placed
gesk,character,kisk,specific,2,neither hand placed
txes,chase,txic,flute,2,one hand placed
txes,chase,txiz,oneself,2,one hand placed
galb,cheap,karb,crush,2,neither hand placed
galb,cheap,garp,onto,2,neither hand placed
galb,cheap,golp,crane,2,neither hand placed
galb,cheap,kolb,fantasy,2,neither hand placed
galb,cheap,gorb,rent,2,neither hand placed
galb,cheap,gold,television,2,neither hand placed
kend,cheat,kint,modern,2,neither hand placed
txak,check,txeg,projection,2,one hand placed
txak,check,txog,cot,2,one hand placed
Ciks,cheek,ceks,cereal,2,neither hand placed
Ciks,cheek,veks,inch,2,neither hand placed
Ciks,cheek,jeks,principle,2,neither hand placed
tond,cheer,tunt,museum,2,neither hand placed
gedj,cheese,getx,opening,2,neither hand placed
gedj,cheese,kidj,pee,2,neither hand placed
gedj,cheese,kadj,salad,2,neither hand placed
gitx,chest,ketx,disaster,2,neither hand placed
bips,chick,dits,ear,2,neither hand placed
bips,chick,peps,authority,2,neither hand placed
bips,chick,deps,shape,2,neither hand placed
wob,chief,wup,henry,2,neither hand placed
gag,child,kak,turn,2,one hand placed
gag,child,keg,front,2,both hand placed
gag,child,gek,war,2,one hand placed
gag,child,gok,back,2,both hand placed
xam,chime,xen,result,2,both hand placed
vigz,chin,viks,pole,2,neither hand placed
txap,chip,txeb,crest,2,one hand placed
txap,chip,txet,shit,2,both hand placed
txap,chip,txot,loose,2,both hand placed
txap,chip,txob,smuggle,2,one hand placed
