english,was,now,shape,source,state
thread,rent,rent,CVCC,fill,kept
threat,parv,parv,CVCC,fill,kept
three,suC,suC,CVC,hand,fixed
threshold,droq,droq,CCVC,fill,fixed
thrive,kruz,kruz,CCVC,fill,kept
throat,galk,galk,CVCC,fill,kept
through,pup,huj,CVC,short,moved
throw,jet,jet,CVC,hand,fixed
thrust,grix,grix,CCVC,fill,kept
thumb,vals,vals,CVCC,fill,kept
thunder,zegz,zegz,CVCC,fill,fixed
thus,Cas,Cas,CVC,hand,fixed
tick,Cigz,Cigz,CVCC,fill,kept
ticket,nomp,nomp,CVCC,fill,kept
tickle,leqk,leqk,CVCC,fill,kept
tide,juqk,juqk,CVCC,fill,kept
tie,notx,notx,CVCC,fill,kept
tight,trat,trat,CCVC,hand,fixed
tile,txiv,txiv,CCVC,fill,kept
till,vut,vut,CVC,short,kept
tilt,plav,plav,CCVC,fill,kept
timber,blaf,blaf,CCVC,fill,kept
time,kal,kal,CVC,hand,fixed
tin,xalb,xalb,CVCC,fill,kept
tiny,dibz,dibz,CVCC,fill,kept
tip,dorv,dorv,CVCC,fill,kept
tire,vetx,vetx,CVCC,fill,kept
tissue,txum,txum,CCVC,hand,fixed
title,tump,tump,CVCC,fill,kept
to,mib,mib,CVC,short,kept
toast,golv,golv,CVCC,fill,kept
tobacco,Cadj,Cadj,CVCC,fill,kept
today,taz,taz,CVC,short,kept
toe,vint,mudz,CVCC,fill,moved
together,tug,tug,CVC,short,kept
toil,staq,staq,CCVC,fill,kept
toilet,daft,daft,CVCC,fill,kept
token,wugz,wugz,CVCC,fill,kept
tolerate,Calb,Calb,CVCC,fill,kept
toll,glub,glub,CCVC,fill,kept
tomb,yart,yart,CVCC,fill,kept
tomorrow,kif,kif,CVC,short,kept
ton,jomp,jomp,CVCC,fill,kept
tone,kup,kup,CVC,hand,fixed
tongue,taq,taq,CVC,hand,fixed
too,gal,gal,CVC,hand,fixed
tool,tul,tul,CVC,hand,fixed
tooth,cutx,cutx,CVCC,hand,fixed
top,suk,suk,CVC,hand,fixed
tornado,bliv,bliv,CCVC,fill,kept
torso,trog,trog,CCVC,fill,kept
toss,vets,vets,CVCC,fill,kept
total,gaqk,gaqk,CVCC,fill,kept
touch,tatx,tatx,CVCC,hand,fixed
tough,rut,rut,CVC,short,kept
tour,dedz,dedz,CVCC,fill,kept
tow,yeps,yeps,CVCC,fill,kept
town,suz,suz,CVC,short,kept
toxic,rugz,rugz,CVCC,fill,kept
toy,taqk,taqk,CVCC,hand,fixed
trace,tres,tres,CCVC,hand,fixed
track,molv,molv,CVCC,fill,kept
tract,smud,smud,CCVC,fill,kept
trade,tred,tred,CCVC,hand,fixed
traffic,darf,darf,CVCC,fill,kept
trail,tegz,tegz,CVCC,fill,kept
train,rax,rax,CVC,short,kept
trait,tret,tret,CCVC,hand,fixed
trajectory,trod,trod,CCVC,fill,kept
trample,vrid,vrid,CCVC,fill,kept
trance,rind,rind,CVCC,fill,kept
transfer,palf,palf,CVCC,fill,kept
transform,plob,plob,CCVC,fill,kept
transit,djet,djet,CCVC,fill,kept
transition,Con,Con,CVC,hand,fixed
translate,litx,litx,CVCC,fill,kept
transmit,dret,dret,CCVC,fill,kept
transparent,truf,truf,CCVC,fill,kept
trap,trap,trap,CCVC,hand,fixed
trash,budz,budz,CVCC,fill,kept
trauma,kaqk,kaqk,CVCC,fill,kept
travel,gunt,gunt,CVCC,fill,kept
traverse,vrav,vrav,CCVC,fill,kept
tread,plip,plip,CCVC,fill,kept
treasure,trij,trij,CCVC,hand,fixed
treat,nidz,nidz,CVCC,fill,kept
tree,dip,dip,CVC,hand,fixed
tremble,plex,plex,CCVC,fill,kept
tremor,vrim,vrim,CCVC,fill,kept
trench,djod,djod,CCVC,fill,kept
trend,txef,txef,CCVC,fill,kept
trespass,smub,smub,CCVC,fill,kept
triangle,traq,traq,CCVC,hand,fixed
tribe,trab,trab,CCVC,hand,fixed
tribute,ridj,ridj,CVCC,fill,kept
trick,trik,trik,CCVC,hand,fixed
trigger,kaft,kaft,CVCC,fill,kept
trillion,stem,stem,CCVC,fill,kept
trim,wesp,wesp,CVCC,fill,kept
trinket,vrop,vrop,CCVC,fill,kept
trip,wif,wif,CVC,short,kept
troop,yedj,yedj,CVCC,fill,kept
tropical,djeb,djeb,CCVC,fill,kept
trouble,zez,zez,CVC,short,kept
truce,wedz,wedz,CVCC,fill,kept
true,nuf,nuf,CVC,short,fixed
trumpet,wolb,wolb,CVCC,fill,kept
trunk,timp,timp,CVCC,fill,kept
trust,vef,vef,CVC,short,kept
try,zok,zok,CVC,hand,fixed
tub,viqk,viqk,CVCC,fill,kept
tube,tub,tub,CVC,hand,fixed
tuck,jidz,jidz,CVCC,fill,kept
tug,drok,drok,CCVC,fill,kept
tumble,smez,smez,CCVC,fill,kept
tumor,redz,redz,CVCC,fill,kept
tuna,jint,jint,CVCC,fill,kept
tune,kip,kip,CVC,hand,fixed
tunnel,kisp,kisp,CVCC,fill,kept
turkey,bolf,bolf,CVCC,fill,kept
turn,kak,kak,CVC,short,fixed
turtle,kagz,kagz,CVCC,fill,kept
tutor,lotx,lotx,CVCC,fill,kept
twelve,mop,mop,CVC,hand,fixed
twin,feps,feps,CVCC,fill,kept
twirl,snad,snad,CCVC,fill,kept
twist,vits,vits,CVCC,fill,kept
twitch,txim,txim,CCVC,fill,kept
two,dob,dob,CVC,hand,fixed
type,tuq,tuq,CVC,hand,fixed
typical,visp,visp,CVCC,fill,kept
ugh,husk,husk,CVCC,fill,kept
ugly,nuks,nuks,CVCC,fill,kept
uh,huq,huq,CVC,hand,fixed
ulcer,blig,blig,CCVC,fill,kept
ultimate,xeks,xeks,CVCC,fill,kept
umbrella,jond,jond,CVCC,fill,kept
uncertain,preq,preq,CCVC,fill,fixed
under,bet,bet,CVC,hand,fixed
undergo,skux,skux,CCVC,fill,kept
understand,das,das,CVC,hand,fixed
undo,wend,wend,CVCC,fill,kept
uniform,badj,badj,CVCC,fill,kept
union,piqk,piqk,CVCC,fill,fixed
unique,sudz,sudz,CVCC,fill,kept
unit,galp,galp,CVCC,fill,kept
unite,djoc,djoc,CCVC,fill,kept
universal,yend,yend,CVCC,fill,kept
universe,jul,jul,CVC,hand,fixed
unless,yeq,yeq,CVC,short,kept
unravel,stoq,stoq,CCVC,fill,kept
until,kas,kas,CVC,short,kept
unusual,bogz,bogz,CVCC,fill,kept
up,ted,ted,CVC,hand,fixed
upon,pand,pand,CVCC,hand,fixed
upset,midj,midj,CVCC,fill,kept
urban,logz,logz,CVCC,fill,kept
urge,hum,hum,CVC,hand,fixed
urgent,hont,hont,CVCC,fill,kept
urine,cidj,cidj,CVCC,fill,kept
use,yuz,yuz,CVC,hand,fixed
usual,gaft,gaft,CVCC,fill,kept
uterus,trud,trud,CCVC,fill,kept
utter,romp,romp,CVCC,fill,kept
vacation,gusp,gusp,CVCC,fill,kept
vacuum,yetx,yetx,CVCC,fill,kept
vagina,ralb,ralb,CVCC,fill,kept
vague,luqk,luqk,CVCC,fill,fixed
vain,cibz,cibz,CVCC,fill,kept
valid,djij,djij,CCVC,fill,kept
valley,baqk,baqk,CVCC,fill,kept
value,val,val,CVC,hand,fixed
valve,lidz,lidz,CVCC,fill,kept
van,nidj,nidj,CVCC,fill,kept
vapor,fron,smaq,CCVC,fill,moved
variable,var,var,CVC,hand,fixed
vary,stux,stux,CCVC,fill,kept
vast,vast,vast,CVCC,hand,fixed
vault,vask,vask,CVCC,fill,kept
vector,smam,smam,CCVC,fill,kept
vegetable,vedj,vedj,CVCC,hand,fixed
vehicle,yan,yan,CVC,hand,fixed
veil,djuv,djuv,CCVC,fill,kept
vein,gliz,gliz,CCVC,fill,kept
velocity,draz,draz,CCVC,fill,kept
vent,wips,wips,CVCC,fill,kept
venture,land,land,CVCC,fill,kept
verify,vurf,vurf,CVCC,hand,fixed
verse,lalb,lalb,CVCC,fill,kept
version,korf,korf,CVCC,fill,kept
vertical,drac,drac,CCVC,fill,kept
very,pen,pen,CVC,short,kept
vessel,ves,ves,CVC,hand,fixed
via,vul,vul,CVC,hand,fixed
vibe,vab,vab,CVC,hand,fixed
vibrate,spax,spax,CCVC,fill,kept
vice,torv,torv,CVCC,fill,kept
victory,pemp,pemp,CVCC,fill,kept
video,gidz,gidz,CVCC,fill,kept
view,yuv,yuv,CVC,hand,fixed
village,golt,golt,CVCC,fill,kept
vine,txek,txek,CCVC,fill,kept
vintage,drip,drip,CCVC,fill,kept
violate,priq,priq,CCVC,fill,kept
violet,koj,koj,CVC,hand,fixed
virgin,tabz,tabz,CVCC,fill,kept
virtue,reps,reps,CVCC,fill,kept
virus,tagz,tagz,CVCC,fill,kept
vision,balc,balc,CVCC,fill,kept
visit,vist,vist,CVCC,hand,fixed
visual,vots,vots,CVCC,fill,kept
vital,jeps,jeps,CVCC,fill,kept
vivid,txab,txab,CCVC,fill,kept
voice,voz,voz,CVC,hand,fixed
void,vod,vod,CVC,hand,fixed
volt,volt,volt,CVCC,hand,fixed
voltage,klax,klax,CCVC,fill,kept
volume,Caft,Caft,CVCC,fill,fixed
voluntary,txoq,txoq,CCVC,fill,kept
vomit,yund,yund,CVCC,fill,kept
vote,vot,vot,CVC,hand,fixed
vow,yorv,yorv,CVCC,fill,kept
voyage,cudz,cudz,CVCC,fill,kept
vulnerable,xalz,xalz,CVCC,fill,kept
wage,djaj,djaj,CCVC,fill,kept
wagon,kift,kift,CVCC,fill,kept
waist,resp,resp,CVCC,fill,kept
wait,wet,wet,CVC,hand,fixed
wake,gat,gat,CVC,short,kept
walk,wak,wak,CVC,hand,fixed
wall,medz,medz,CVCC,fill,kept
wander,yemp,yemp,CVCC,fill,kept
want,want,want,CVCC,hand,fixed
war,gek,gek,CVC,short,kept
ward,sidj,sidj,CVCC,fill,kept
ware,plog,plog,CCVC,fill,kept
warm,wem,wem,CVC,hand,fixed
warn,besp,besp,CVCC,fill,kept
warp,yobz,yobz,CVCC,fill,kept
wart,snud,snud,CCVC,fill,kept
wash,sax,sax,CVC,hand,fixed
wasp,smup,smup,CCVC,fill,kept
waste,musp,musp,CVCC,fill,kept
watch,watx,watx,CVCC,hand,fixed
water,waC,waC,CVC,hand,fixed
watt,triq,triq,CCVC,fill,kept
wave,wev,wev,CVC,hand,fixed
wax,xetx,xetx,CVCC,fill,kept
way,yat,yat,CVC,hand,fixed
we,bib,bib,CVC,hand,fixed
weak,slok,slok,CCVC,hand,fixed
weapon,naft,naft,CVCC,fill,kept
wear,war,war,CVC,hand,fixed
weasel,rudj,rudj,CVCC,fill,kept
weather,gork,gork,CVCC,fill,kept
weave,worv,worv,CVCC,hand,fixed
web,xend,xend,CVCC,fill,kept
wed,bloj,bloj,CCVC,fill,kept
wedge,prav,prav,CCVC,fill,kept
weed,valf,valf,CVCC,fill,kept
week,wek,wek,CVC,hand,fixed
weep,yotx,yotx,CVCC,fill,kept
weigh,Cend,Cend,CVCC,fill,kept
weird,yup,yup,CVC,short,kept
welcome,vev,vev,CVC,short,kept
weld,fraz,fraz,CCVC,fill,kept
welfare,jiks,jiks,CVCC,fill,kept
well,pig,pig,CVC,short,kept
west,web,web,CVC,hand,fixed
wet,gegz,gegz,CVCC,fill,kept
whale,vols,vols,CVCC,fill,kept
what,wut,wut,CVC,hand,fixed
wheat,yesk,yesk,CVCC,fill,kept
wheel,dudz,dudz,CVCC,fill,kept
when,mon,mon,CVC,short,kept
where,zuk,zuk,CVC,hand,fixed
whether,madz,madz,CVCC,fill,kept
which,wetx,wetx,CVCC,hand,fixed
whiff,blon,blon,CCVC,fill,kept
while,wal,wal,CVC,hand,fixed
whim,prad,prad,CCVC,fill,kept
whimsical,vrik,vrik,CCVC,fill,kept
whine,kluz,kluz,CCVC,fill,kept
whip,zabz,zabz,CVCC,fill,kept
whirl,krod,krod,CCVC,fill,kept
whisper,jitx,jitx,CVCC,fill,kept
whistle,hedz,hedz,CVCC,fill,kept
white,wip,wip,CVC,hand,fixed
who,miqk,miqk,CVCC,hand,fixed
whoa,fik,fik,CVC,short,kept
whole,hol,hol,CVC,hand,fixed
why,wan,wan,CVC,hand,fixed
wick,blap,blap,CCVC,fill,kept
wicked,zedj,zedj,CVCC,fill,kept
wide,bond,bond,CVCC,fill,kept
width,vrox,vrox,CCVC,fill,kept
wig,xorv,xorv,CVCC,fill,kept
wiggle,djuq,djuq,CCVC,fill,kept
wild,wald,wald,CVCC,hand,fixed
will,xiq,xiq,CVC,hand,fixed
willing,nent,nent,CVCC,fill,kept
win,fof,fof,CVC,short,kept
wind,moqk,moqk,CVCC,fill,fixed
window,leg,leg,CVC,short,kept
wine,malv,malv,CVCC,fill,kept
wing,wiq,wiq,CVC,hand,fixed
wink,glam,glam,CCVC,fill,kept
winter,biqk,biqk,CVCC,fill,kept
wipe,karg,karg,CVCC,fill,kept
wire,dump,dump,CVCC,fill,kept
wise,dald,dald,CVCC,fill,fixed
wish,slix,slix,CCVC,hand,fixed
wit,yits,yits,CVCC,fill,kept
witch,dorg,dorg,CVCC,fill,kept
with,bop,bop,CVC,short,fixed
within,modj,modj,CVCC,fill,kept
without,Cev,Cev,CVC,hand,fixed
witness,nitx,nitx,CVCC,fill,kept
wizard,fisp,fisp,CVCC,fill,kept
wobble,frun,frun,CCVC,fill,kept
wolf,wolf,wolf,CVCC,hand,fixed
woman,nom,nom,CVC,short,kept
womb,gloq,gloq,CCVC,fill,kept
wonder,xug,xug,CVC,short,kept
wood,vriC,vriC,CCVC,hand,fixed
wool,laqk,laqk,CVCC,hand,fixed
word,dat,dat,CVC,hand,fixed
work,wark,wark,CVCC,hand,fixed
world,wold,wold,CVCC,hand,fixed
worm,fald,fald,CVCC,fill,kept
worry,kug,kug,CVC,short,kept
worship,xuks,xuks,CVCC,fill,kept
worth,yes,yes,CVC,short,kept
wound,bind,bind,CVCC,fill,kept
wow,wol,wol,CVC,hand,fixed
wrap,rap,rap,CVC,hand,fixed
wreck,sugz,sugz,CVCC,fill,kept
wrinkle,txuc,txuc,CCVC,fill,kept
wrist,feft,feft,CVCC,fill,kept
write,rat,rat,CVC,hand,fixed
wrong,raq,raq,CVC,hand,fixed
yard,bant,bant,CVCC,fill,kept
yawn,stag,stag,CCVC,fill,kept
yay,Cump,Cump,CVCC,fill,kept
year,yar,yar,CVC,hand,fixed
yearn,stof,stof,CCVC,fill,kept
yeast,skog,skog,CCVC,fill,kept
yell,yol,yol,CVC,hand,fixed
yellow,bux,bux,CVC,hand,fixed
yes,pan,pan,CVC,hand,fixed
yesterday,rek,rek,CVC,short,kept
yet,yut,yut,CVC,hand,fixed
yield,dup,dup,CVC,short,kept
you,dim,dim,CVC,hand,fixed
young,zen,pij,CVC,short,moved
yuck,graq,graq,CCVC,fill,kept
yum,wuqk,wuqk,CVCC,fill,kept
zap,zap,zap,CVC,hand,fixed
zero,han,han,CVC,hand,fixed
zinc,skug,skug,CCVC,fill,kept
zip,jagz,jagz,CVCC,fill,kept
zone,zon,zon,CVC,hand,fixed
