english,english_parts,tune,tune_parts,joiner,parts,whole,where,kind
fortress,"fort + place",fortainad,"fort + nad",ai,2,yes,sense,verdict
forty,"four + ten",lafaifeC,"laf + feC",ai,2,yes,sense,verdict
forward,"front + oriented",,"keg + ?",ai,2,no,sense,verdict
fossorial,"burrow + live",flifaikib,"flif + kib",ai,2,yes,sense,verdict
foundation,"found + act",totauyez,"tot + yez",au,2,yes,affix,verdict
fourth,"four + order",lafainord,"laf + nord",ai,2,yes,sense,verdict
fragility,"fragile + ness",,"reft + ?",ai,2,no,judged,verdict
fragmentation,"fragment + act",trigaiyez,"trig + yez",ai,2,yes,judged,verdict
framework,"frame + work",fretaiwark,"fret + wark",ai,2,yes,compound,verdict
freckle,"face + dot",fesaiCuft,"fes + Cuft",ai,2,yes,sense,verdict
freedom,"free + state",podaudom,"pod + dom",au,2,yes,affix,verdict
freight,"cargo",,"?",ai,1,no,sense,verdict
frequent,"often",gug,"gug",ai,1,yes,sense,verdict
friendly,"friend + manner",dudaukuq,"dud + kuq",au,2,yes,affix,verdict
friendship,"friend + ship",dudaixup,"dud + xup",ai,2,yes,compound,verdict
frighten,"fright + make",draxaumek,"drax + mek",au,2,yes,affix,verdict
fruitful,"fruit + full",magauvup,"mag + vup",au,2,yes,affix,verdict
fully,"full + like",vupailak,"vup + lak",ai,2,yes,judged,verdict
fumarate,"fumaric + salt",,"? + tigz",ai,2,no,judged,verdict
fundamental,"base + like",besailak,"bes + lak",ai,2,yes,sense,verdict
funny,"fun + like",zedaulak,"zed + lak",au,2,yes,affix,verdict
furious,"fur + like",xoltaulak,"xolt + lak",au,2,yes,affix,verdict
furnish,"furniture + give",harbaigif,"harb + gif",ai,2,yes,sense,verdict
further,"grammar",,"?",au,1,no,grammar,verdict
furthest,"grammar",,"?",au,1,no,grammar,verdict
fusion,"nucleus + join",klisaigoz,"klis + goz",ai,2,yes,sense,verdict
galaxy,"star + swarm",staraisneC,"star + sneC",ai,2,yes,sense,verdict
gale,"strong + wind",livaiwand,"liv + wand",ai,2,yes,sense,verdict
gambling,"gamble + act",xadzaiyez,"xadz + yez",ai,2,yes,judged,verdict
gangster,"gang + member",detsaimast,"dets + mast",ai,2,yes,sense,verdict
gastric,"stomach + of",stokaiyov,"stok + yov",ai,2,yes,judged,verdict
gazelle,"small + deer",smalaixars,"smal + xars",ai,2,yes,sense,verdict
generalize,"general + make",Cefaumek,"Cef + mek",au,2,yes,affix,verdict
generate,"gene + rate",djinaibagz,"djin + bagz",ai,2,yes,compound,verdict
generation,"generate + act",,"? + yez",ai,2,no,sense,verdict
generator,"generate + agent",,"? + yug",au,2,no,affix,verdict
generic,"genus + of",,"? + yov",ai,2,no,judged,verdict
genetic,"gene + of",djinaiyov,"djin + yov",ai,2,yes,judged,verdict
genital,"generate + of",,"? + yov",ai,2,no,judged,verdict
genitalia,"genital + thing",,"? + niv",ai,2,no,judged,verdict
genome,"gene + all",djinaikol,"djin + kol",ai,2,yes,sense,verdict
genotype,"gene + trait",djinaitret,"djin + tret",ai,2,yes,sense,verdict
geographic,"geography + of",,"? + yov",ai,2,no,judged,verdict
geological,"geology + of",,"? + yov",ai,2,no,judged,verdict
germinal,"germ + of",snopaiyov,"snop + yov",ai,2,yes,judged,verdict
germinate,"seed + sprout",sidaisked,"sid + sked",ai,2,yes,sense,verdict
geyser,"hot + water + spout",gepaiwaCaistib,"gep + waC + stib",ai,3,yes,sense,verdict
gift,"give + thing",gifainiv,"gif + niv",ai,2,yes,sense,verdict
giraffe,"long + neck + deer",nucaimondaixars,"nuc + mond + xars",ai,3,yes,sense,verdict
giver,"give + agent",gifauyug,"gif + yug",au,2,yes,affix,verdict
gizzard,"grind + stomach",grotaistok,"grot + stok",ai,2,yes,sense,verdict
glacier,"ice + river",halsainarv,"hals + narv",ai,2,yes,sense,verdict
glandular,"gland + of",smaqaiyov,"smaq + yov",ai,2,yes,judged,verdict
glossary,"term + list",todailist,"tod + list",ai,2,yes,sense,verdict
glossy,"shine + like",palbailak,"palb + lak",ai,2,yes,sense,verdict
glove,"hand + covering",zeqkaivedz,"zeqk + vedz",ai,2,yes,sense,verdict
glutamate,"glutamic + salt",,"? + tigz",ai,2,no,judged,verdict
glycol,"sweet + alcohol",skitaikoqk,"skit + koqk",ai,2,yes,judged,verdict
gneiss,"band + rock",mupsairak,"mups + rak",ai,2,yes,sense,verdict
goddess,"god + female",gadaufim,"gad + fim",au,2,yes,affix,verdict
golden,"gold + like",godailak,"god + lak",ai,2,yes,judged,verdict
golem,"make + body + animate",,"mek + vat + ?",ai,3,no,sense,verdict
golf,"club + ball + hole + sport",rigaibralaihatxaipudj,"rig + bral + hatx + pudj",ai,4,yes,sense,verdict
gorge,"deep + valley",govaibaqk,"gov + baqk",ai,2,yes,sense,verdict
government,"govern + act",snutauyez,"snut + yez",au,2,yes,affix,verdict
graceful,"grace + full",nutsauvup,"nuts + vup",au,2,yes,affix,verdict
gradient,"grade + agent",datxauyug,"datx + yug",au,2,yes,affix,verdict
graduate,"grade + do",datxaiduz,"datx + duz",ai,2,yes,judged,verdict
grainy,"grain + like",letxaulak,"letx + lak",au,2,yes,affix,verdict
grammar,"language + code",garaikod,"gar + kod",ai,2,yes,sense,verdict
grandchild,"child + child",gagaigag,"gag + gag",ai,2,yes,sense,verdict
grandfather,"parent + father",sasaibab,"sas + bab",ai,2,yes,sense,verdict
grandmother,"parent + mother",sasaimam,"sas + mam",ai,2,yes,sense,verdict
grandparent,"grand + parent",malbaisas,"malb + sas",ai,2,yes,compound,verdict
granite,"hard + rock",kadairak,"kad + rak",ai,2,yes,sense,verdict
granular,"grain + like",letxailak,"letx + lak",ai,2,yes,sense,verdict
granularity,"unit + scale",galpaiskal,"galp + skal",ai,2,yes,sense,verdict
granule,"grain + small",letxaismal,"letx + smal",ai,2,yes,judged,verdict
granules,"granule + many",,"? + mav",ai,2,no,judged,verdict
grapefruit,"grape + fruit",grepaimag,"grep + mag",ai,2,yes,compound,verdict
graphic,"graph + like",zipaulak,"zip + lak",au,2,yes,affix,verdict
grasshopper,"grass + hop + bug",grasaiflapaipamp,"gras + flap + pamp",ai,3,yes,sense,verdict
grassland,"grass + land",grasailan,"gras + lan",ai,2,yes,compound,verdict
gratify,"grate + make",stizaumek,"stiz + mek",au,2,yes,affix,verdict
gravel,"small + rock + many",smalairakaimav,"smal + rak + mav",ai,3,yes,sense,verdict
greater,"grammar",,"?",au,1,no,grammar,verdict
greatest,"grammar",,"?",au,1,no,grammar,verdict
greedy,"greed + like",lendaulak,"lend + lak",au,2,yes,affix,verdict
grinder,"grind + thing",grotainiv,"grot + niv",ai,2,yes,judged,verdict
growl,"beast + low + call",bistailemaikar,"bist + lem + kar",ai,3,yes,sense,verdict
growth,"grow + act",grunaiyez,"grun + yez",ai,2,yes,sense,verdict
guardian,"guard + agent",moftaiyug,"moft + yug",ai,2,yes,sense,verdict
guidance,"guide + act",gibaiyez,"gib + yez",ai,2,yes,judged,verdict
guilty,"guilt + like",galtaulak,"galt + lak",au,2,yes,affix,verdict
guitar,"string + instrument",desaixudz,"des + xudz",ai,2,yes,sense,verdict
gulf,"big + bay",brataibalb,"brat + balb",ai,2,yes,sense,verdict
gullible,"easy + deceive",toksaigloz,"toks + gloz",ai,2,yes,sense,verdict
gully,"small + ravine",,"smal + ?",ai,2,no,sense,verdict
gust,"sudden + wind",golzaiwand,"golz + wand",ai,2,yes,sense,verdict
gym,"body + train + place",vatairadainad,"vat + rad + nad",ai,3,yes,sense,verdict
gypsum,"soft + crystal",saftaikuqk,"saft + kuqk",ai,2,yes,sense,verdict
had,"grammar",,"?",au,1,no,grammar,verdict
haddock,"small + cod",smalaiplam,"smal + plam",ai,2,yes,sense,verdict
hairy,"hair + like",fifaulak,"fif + lak",au,2,yes,affix,verdict
half,"two + part",dobaipart,"dob + part",ai,2,yes,sense,verdict
halibut,"big + flat + fish",brataiflataifrix,"brat + flat + frix",ai,3,yes,sense,verdict
halite,"salt + crystal",tigzaikuqk,"tigz + kuqk",ai,2,yes,sense,verdict
handkerchief,"hand + cloth",zeqkaicorv,"zeqk + corv",ai,2,yes,sense,verdict
handy,"hand + like",zeqkaulak,"zeqk + lak",au,2,yes,affix,verdict
hangar,"plane + shed",revaivuts,"rev + vuts",ai,2,yes,sense,verdict
harden,"hard + make",kadaumek,"kad + mek",au,2,yes,affix,verdict
hardware,"hard + ware",kadaiplog,"kad + plog",ai,2,yes,compound,verdict
hare,"rabbit",pagz,"pagz",ai,1,yes,sense,verdict
harmful,"harm + full",drakauvup,"drak + vup",au,2,yes,affix,verdict
harmonize,"harmony + make",maqaimek,"maq + mek",ai,2,yes,sense,verdict
has,"grammar",,"?",au,1,no,grammar,verdict
haughty,"proud + distant",lolaixalk,"lol + xalk",ai,2,yes,sense,verdict
having,"grammar",,"?",au,1,no,grammar,verdict
hawk,"small + eagle",smalaivotx,"smal + votx",ai,2,yes,sense,verdict
hazelnut,"bush + nut",sendaihiks,"send + hiks",ai,2,yes,sense,verdict
hazy,"haze + like",smagaulak,"smag + lak",au,2,yes,affix,verdict
header,"head + agent",hadauyug,"had + yug",au,2,yes,affix,verdict
health,"whole + nature",holainep,"hol + nep",ai,2,yes,sense,verdict
healthy,"health + like",giskaulak,"gisk + lak",au,2,yes,affix,verdict
hearth,"fire + floor",forairim,"for + rim",ai,2,yes,sense,verdict
hedgehog,"thorn + rat",rargaidimp,"rarg + dimp",ai,2,yes,sense,verdict
helper,"help + agent",neqauyug,"neq + yug",au,2,yes,affix,verdict
hematite,"iron + ore",kitxaiklod,"kitx + klod",ai,2,yes,sense,verdict
hemisphere,"half + sphere",,"? + bloq",ai,2,no,sense,verdict
hepatic,"liver + of",,"? + yov",ai,2,no,judged,verdict
her,"grammar",,"?",au,1,no,grammar,verdict
herbaceous,"herb + like",rorbailak,"rorb + lak",ai,2,yes,sense,verdict
herbivore,"plant + eat + agent",dorfaigabaiyug,"dorf + gab + yug",ai,3,yes,sense,verdict
herder,"herd + agent",Cedjaiyug,"Cedj + yug",ai,2,yes,sense,verdict
hereditary,"heredity + of",,"? + yov",ai,2,no,judged,verdict
hero,"brave + person",brevainar,"brev + nar",ai,2,yes,sense,verdict
heroic,"hero + like",,"? + lak",au,2,no,affix,verdict
heron,"river + crane",narvaigolp,"narv + golp",ai,2,yes,sense,verdict
hers,"grammar",,"?",au,1,no,grammar,verdict
herself,"grammar",,"?",au,1,no,grammar,verdict
hesitant,"hesitate + agent",yorgauyug,"yorg + yug",au,2,yes,affix,verdict
hexagon,"six + side + shape",vipaisardaideps,"vip + sard + deps",ai,3,yes,sense,verdict
higher,"grammar",,"?",au,1,no,grammar,verdict
highest,"grammar",,"?",au,1,no,grammar,verdict
highland,"high + land",molailan,"mol + lan",ai,2,yes,compound,verdict
highly,"high + like",molailak,"mol + lak",ai,2,yes,judged,verdict
highway,"big + road",brataiyeb,"brat + yeb",ai,2,yes,sense,verdict
him,"grammar",,"?",au,1,no,grammar,verdict
himself,"grammar",,"?",au,1,no,grammar,verdict
hind,"back",gok,"gok",ai,1,yes,sense,verdict
hinder,"hind + agent",,"? + yug",au,2,no,affix,verdict
hindsight,"after + sight",retaisat,"ret + sat",ai,2,yes,sense,verdict
hippo,"river + beast",narvaibist,"narv + bist",ai,2,yes,sense,verdict
hippopotamus,"river + horse",narvaihors,"narv + hors",ai,2,yes,sense,verdict
his,"grammar",,"?",au,1,no,grammar,verdict
histamine,"tissue + amine",,"txum + ?",ai,2,no,judged,verdict
histology,"tissue + study",txumainedz,"txum + nedz",ai,2,yes,judged,verdict
hockey,"stick + puck + sport",rebaidrenaipudj,"reb + dren + pudj",ai,3,yes,sense,verdict
holder,"hold + agent",hoqauyug,"hoq + yug",au,2,yes,affix,verdict
homeland,"home + land",homailan,"hom + lan",ai,2,yes,sense,verdict
homeostasis,"self + regulate + stable",depaivrezaitab,"dep + vrez + tab",ai,3,yes,sense,verdict
honesty,"honest + like",mitxaulak,"mitx + lak",au,2,yes,affix,verdict
hoodlum,"violent + crime + agent",volzaimempaiyug,"volz + memp + yug",ai,3,yes,sense,verdict
hooligan,"rowdy + agent",stixaiyug,"stix + yug",ai,2,yes,sense,verdict
hoot,"owl + call",yalpaikar,"yalp + kar",ai,2,yes,sense,verdict
hopeful,"hope + full",hopauvup,"hop + vup",au,2,yes,affix,verdict
hornet,"big + wasp",brataismup,"brat + smup",ai,2,yes,sense,verdict
horrible,"fear + able",froCaifip,"froC + fip",ai,2,yes,sense,verdict
household,"house + hold",puzaihoq,"puz + hoq",ai,2,yes,compound,verdict
humanity,"human + nature",dramaunep,"dram + nep",au,2,yes,affix,verdict
humeral,"humerus + of",,"? + yov",ai,2,no,judged,verdict
humidity,"humid + nature",skekaunep,"skek + nep",au,2,yes,affix,verdict
humiliation,"humiliate + act",woskauyez,"wosk + yez",au,2,yes,affix,verdict
hundredth,"hundred + order",wefainord,"wef + nord",ai,2,yes,sense,verdict
hungry,"hunger + like",huqkaulak,"huqk + lak",au,2,yes,affix,verdict
hunter,"hunt + agent",hantauyug,"hant + yug",au,2,yes,affix,verdict
hurricane,"sea + cyclone",,"malc + ?",ai,2,no,sense,verdict
hurtful,"hurt + full",zisauvup,"zis + vup",au,2,yes,affix,verdict
husband,"wed + male",blojaimaf,"bloj + maf",ai,2,yes,sense,verdict
husk,"seed + covering",sidaivedz,"sid + vedz",ai,2,yes,sense,verdict
hydrate,"water + compound",waCaiCeqk,"waC + Ceqk",ai,2,yes,judged,verdict
hydraulic,"water + of",waCaiyov,"waC + yov",ai,2,yes,judged,verdict
hydride,"hydrogen + salt",brimaitigz,"brim + tigz",ai,2,yes,judged,verdict
hydroxide,"hydrogen + oxide",,"brim + ?",ai,2,no,judged,verdict
hydroxy,"water + oxygen group",,"waC + ?",ai,2,no,judged,verdict
hyena,"laugh + wild + dog",laftaiwaldaidag,"laft + wald + dag",ai,3,yes,sense,verdict
hymn,"god + song",gadaisaq,"gad + saq",ai,2,yes,sense,verdict
hypertrophy,"over + nourish",,"djip + ?",ai,2,no,judged,verdict
hypha,"fungus + thread",ploqairent,"ploq + rent",ai,2,yes,sense,verdict
hypothetical,"hypothesis + like",skonailak,"skon + lak",ai,2,yes,sense,verdict
hysteresis,"state + depend + history",domaifontailop,"dom + font + lop",ai,3,yes,sense,verdict
iceberg,"ice + mountain",halsaimot,"hals + mot",ai,2,yes,sense,verdict
identification,"identify + act",,"? + yez",ai,2,no,judged,verdict
identifier,"identify + agent",,"? + yug",au,2,no,affix,verdict
identify,"identity + find",zutaifan,"zut + fan",ai,2,yes,sense,verdict
igneous,"fire + rock",forairak,"for + rak",ai,2,yes,sense,verdict
ignorant,"ignore + agent",torgauyug,"torg + yug",au,2,yes,affix,verdict
illegal,"not + legal",masaigalf,"mas + galf",ai,2,yes,sense,verdict
illegitimate,"not + legitimate",masaijalb,"mas + jalb",ai,2,yes,sense,verdict
illness,"ill + nature",pedzaunep,"pedz + nep",au,2,yes,affix,verdict
illogical,"not + logical",,"mas + ?",ai,2,no,sense,verdict
illumination,"illuminate + act",,"? + yez",ai,2,no,judged,verdict
imagery,"image + ness",,"madj + ?",ai,2,no,judged,verdict
imaginary,"imagine + like",xipaulak,"xip + lak",au,2,yes,affix,verdict
imagination,"imagine + act",xipauyez,"xip + yez",au,2,yes,affix,verdict
imbibe,"drink + absorb",dugaizub,"dug + zub",ai,2,yes,sense,verdict
imitation,"imitate + act",trutauyez,"trut + yez",au,2,yes,affix,verdict
immature,"not + mature",masaixolz,"mas + xolz",ai,2,yes,sense,verdict
immense,"very + vast",penaivast,"pen + vast",ai,2,yes,sense,verdict
immerse,"deep + put",govaidrad,"gov + drad",ai,2,yes,sense,verdict
immersion,"immerse + act",,"? + yez",ai,2,no,judged,verdict
immigrate,"migrate + in",,"? + ras",ai,2,no,sense,verdict
immortal,"not + die",masaisex,"mas + sex",ai,2,yes,sense,verdict
immunity,"immune + ness",,"weqk + ?",ai,2,no,judged,verdict
impairment,"impair + act",,"? + yez",ai,2,no,judged,verdict
impartial,"not + side",masaisard,"mas + sard",ai,2,yes,sense,verdict
impedance,"impede + ness",,"? + ?",ai,2,no,judged,verdict
imperial,"empire + of",vidzaiyov,"vidz + yov",ai,2,yes,judged,verdict
implantation,"implant + act",,"? + yez",ai,2,no,judged,verdict
implosion,"collapse + inward",,"yomp + ?",ai,2,no,sense,verdict
impolite,"not + polite",masaisarv,"mas + sarv",ai,2,yes,sense,verdict
important,"import + agent",begauyug,"beg + yug",au,2,yes,affix,verdict
impossible,"not + possible",masaiyen,"mas + yen",ai,2,yes,sense,verdict
impostor,"false + identity + agent",rotaizutaiyug,"rot + zut + yug",ai,3,yes,sense,verdict
impound,"seize + hold",lidjaihoq,"lidj + hoq",ai,2,yes,sense,verdict
impression,"impress + act",farpaiyez,"farp + yez",ai,2,yes,judged,verdict
improper,"not + proper",masaibest,"mas + best",ai,2,yes,sense,verdict
improvement,"improve + ness",,"xudj + ?",ai,2,no,judged,verdict
impulsive,"impulse + like",yuspaulak,"yusp + lak",au,2,yes,affix,verdict
inaccurate,"not + accurate",masaijemp,"mas + jemp",ai,2,yes,sense,verdict
inactivation,"not + activate + act",,"mas + ? + yez",ai,3,no,judged,verdict
inactive,"not + active",,"mas + ?",ai,2,no,sense,verdict
inappropriate,"not + appropriate",masaizugz,"mas + zugz",ai,2,yes,sense,verdict
incisor,"cut + tooth",zepaicutx,"zep + cutx",ai,2,yes,sense,verdict
inclusion,"include + act",dabaiyez,"dab + yez",ai,2,yes,sense,verdict
incomplete,"not + complete",masainibz,"mas + nibz",ai,2,yes,sense,verdict
inconsistent,"not + consistent",,"mas + ?",ai,2,no,sense,verdict
incontinence,"not + hold + ness",,"mas + hoq + ?",ai,3,no,judged,verdict
incorporeal,"not + body",masaivat,"mas + vat",ai,2,yes,sense,verdict
incorrect,"not + correct",masainoqk,"mas + noqk",ai,2,yes,sense,verdict
incredible,"hard + believe",kadaipof,"kad + pof",ai,2,yes,sense,verdict
independence,"not + depend + ness",,"mas + font + ?",ai,3,no,judged,verdict
indeterminate,"determine + not + done",,"xorp + mas + ?",ai,3,no,sense,verdict
indicator,"indicate + thing",xolbainiv,"xolb + niv",ai,2,yes,sense,verdict
indirect,"not + direct",masaibalk,"mas + balk",ai,2,yes,sense,verdict
induction,"induce + act",smitaiyez,"smit + yez",ai,2,yes,judged,verdict
industrial,"industry + of",vompaiyov,"vomp + yov",ai,2,yes,judged,verdict
inefficient,"not + efficient",masairolv,"mas + rolv",ai,2,yes,sense,verdict
inevitability,"prevent + not + able",dekaimasaifip,"dek + mas + fip",ai,3,yes,sense,verdict
infancy,"infant + ness",,"? + ?",ai,2,no,judged,verdict
infantile,"infant + like",,"? + lak",ai,2,no,judged,verdict
infection,"infect + act",snubauyez,"snub + yez",au,2,yes,affix,verdict
inferior,"infer + agent",fliqauyug,"fliq + yug",au,2,yes,affix,verdict
infertility,"infertile + ness",,"? + ?",ai,2,no,judged,verdict
infiltration,"infiltrate + act",,"? + yez",ai,2,no,judged,verdict
inflation,"price + rise",mutsairiz,"muts + riz",ai,2,yes,sense,verdict
inflection,"inflect + act",,"? + yez",au,2,no,affix,verdict
informal,"inform + like",vipsaulak,"vips + lak",au,2,yes,affix,verdict
information,"inform + act",vipsauyez,"vips + yez",au,2,yes,affix,verdict
infrastructure,"base + structure",besaitok,"bes + tok",ai,2,yes,sense,verdict
infusion,"infuse + act",,"? + yez",ai,2,no,judged,verdict
ingenious,"clever + invent",duntailorf,"dunt + lorf",ai,2,yes,sense,verdict
ingestion,"ingest + act",,"? + yez",ai,2,no,judged,verdict
inhabit,"live + in",kibairas,"kib + ras",ai,2,yes,sense,verdict
inheritance,"inherit + act",glegauyez,"gleg + yez",au,2,yes,affix,verdict
inhibition,"inhibit + act",,"? + yez",ai,2,no,judged,verdict
inhibitor,"inhibit + agent",,"? + yug",ai,2,no,judged,verdict
initial,"initiate + like",gluzaulak,"gluz + lak",au,2,yes,affix,verdict
initialize,"first + set",,"? + gig",ai,2,no,sense,verdict
initiation,"initiate + act",gluzaiyez,"gluz + yez",ai,2,yes,judged,verdict
initiative,"initiate + like",gluzailak,"gluz + lak",ai,2,yes,judged,verdict
injection,"inject + act",blujaiyez,"bluj + yez",ai,2,yes,judged,verdict
injury,"injure + like",stedaulak,"sted + lak",au,2,yes,affix,verdict
inner,"inn + agent",xorbauyug,"xorb + yug",au,2,yes,affix,verdict
innovation,"innovate + act",,"? + yez",ai,2,no,judged,verdict
inorganic,"not + organic",,"mas + ?",ai,2,no,judged,verdict
inquiry,"inquire + like",kletaulak,"klet + lak",au,2,yes,affix,verdict
inscription,"inscribe + act",,"? + yez",ai,2,no,sense,verdict
insertion,"insert + act",drafaiyez,"draf + yez",ai,2,yes,judged,verdict
inspection,"inspect + act",blipaiyez,"blip + yez",ai,2,yes,judged,verdict
instability,"not + stable + ness",,"mas + tab + ?",ai,3,no,judged,verdict
installation,"set + place",gigainad,"gig + nad",ai,2,yes,sense,verdict
instruction,"instruct + act",klaqauyez,"klaq + yez",au,2,yes,affix,verdict
insufficiency,"insufficient + ness",,"? + ?",ai,2,no,judged,verdict
insulating,"insulate + act",,"? + yez",au,2,no,affix,verdict
insulation,"insulate + act",,"? + yez",ai,2,no,judged,verdict
insulator,"insulate + agent",,"? + yug",au,2,no,affix,verdict
