term,gloss,forms,occurrences
"hop","hop",19,283
"whip","Hesychius gives the definition as: μάστιξ (mástix, ""whip, scourge"").",69,283
"holy","revered, august, holy",42,283
"bladder","bladder, urinary bladder",60,283
"city","a city in Etruria; site of modern-day Lucca",61,283
"ulcer","sore, ulcer, wound",112,283
"bend","bend, (act of) bending",7,282
"hot","warm, hot",30,282
"trust","to trust, put confidence in",50,282
"refuse","to be unwilling, to not wish, to not want, to refuse",43,282
"delicate","soft, delicate, gentle",110,282
"elbow","elbow, lower arm",20,281
"spongy","spongy, spongelike",11,281
"carbon","carbon",30,281
"interior","the inmost or furthest part of a place",73,281
"city","a city of Arcadia situated west of the chain of Erymanthus",10,280
"joke","jest, gibe, joke",27,280
"treatment","handling, management, treatment",46,280
"rising","rising",11,280
"way","way",19,280
"pierced","pricked, punctured, pierced, having been pricked.",89,280
"nothing","syncopic form of nihilum",95,280
"walking","a walking",16,279
"foreign","foreign",14,279
"ground","Ground.",34,279
"continuity","a sustained, continuous course or movement, a continuity of events, conditions etc. or way of proceeding",29,278
"tree","A tree that yields an odoriferous gum",52,278
"grease","tallow, grease",102,278
"city","Nicaea, Hellenic city in northwestern Anatolia",27,277
"thin","thin; slim",14,277
"town","a town in Africa, mentioned by Livy",44,277
"hunter","hunter",30,277
"yellow","yellow, blond; flowering; shining, bright",7,277
"fold","-times, -fold, suffix used to form proportional numerals",39,277
"heat","to heat, warm, make hot",54,277
"fold","A folding; a corrugation",41,277
"uniform","uniform",3,276
"cup","kind of cup",22,276
"fist","with the fist",64,276
"cousin","A first cousin on the father's side; the child of one's father's brother (one type of parallel cousin).",6,275
"foolish","senseless, crazed, frantic, silly, foolish",29,275
"above","above, upper, higher",23,275
"city","A city of the Marsi, situated on a hill in the upper valley of the Liris",74,275
"shrimp","shrimp, prawn",49,275
"swelling","swelling",72,275
"following","following, next, coming after",100,275
"own","appropriate to oneself: (one's) proper, (one's) own (inalienably)",20,274
"offal","the bowels or entrails of animals, especially the heart, lungs, and liver",88,274
"central","middle, central",30,273
"stained","polluted, defiled, befouled, having been stained",9,273
"left","left",29,273
"sharp","pointed, sharp, keen",29,273
"cake","barley-bread or cake; lump, mass",67,273
"share","an equal share",92,273
"instrument","A measuring instrument, possibly similar to the nautical octant",77,273
"boiling","boiling, seething",27,272
"now","right now, at present, at this time, at this very moment",38,272
"light","light of the sun or moon",40,272
"man","man (adult male)",62,272
"life","a female given name, Zoe, Zoë, Zoé, Zoja, Zoya, or Zoey, meaning ""life""",81,272
"gather","to collect, assemble, gather together",22,271
"penis","penis or phallus. [from 20th c.]",54,271
"home","in the house, at home",42,271
"skill","skill",34,271
"joker","one who jokes; a joker, jester",4,270
"remote","remote, out of the way",10,270
"unusual","unusual, uncommon, extraordinary",15,270
"port","Latin name for a sea port on the English Channel in what is now Nord-Pas-de-Calais, France, though its precise location is unknown; mentioned by Julius Caesar",44,270
"skull","skull",56,270
"river","the Amu Darya river",40,270
"board","plank, board",42,270
"other","the other, remainder, rest",41,270
"tobacco","tobacco",32,270
"owl","owl, especially the Eurasian eagle owl (Bubo bubo)",27,269
"bloody","raw, bloody, bleeding",34,269
"shining","gleaming; shining; glittering (epithet of copper and heaven)",59,269
"turkey","turkey, guinea fowl",7,268
"cabbage","cabbage",42,268
"mist","fog, mist, vapor",34,268
"pregnant","pregnant, with child, gravid",7,268
"more","more, more strongly, rather",24,268
"formed","formed, fashioned, shaped",19,268
"between","between; in between; betwixt",27,268
"owl","kind of owl",5,267
"town","A town of the Autrigones in Hispania Tarraconensis",28,267
"issuing","producing, publishing, proclaiming",29,267
"pea","made of peas",13,267
"able","being able (to), able; potent, mighty, strong, powerful",44,267
"nearly","nearly, nigh",125,267
"projection","a projection, prominence",47,267
"roll","roll of bread (usually made with unsifted flour)",30,266
"wonderful","wonderful, marvellous",10,266
"to tattoo","to tattoo",26,266
"cord","cord, line, string",35,266
"speaking","appended to names of peoples to denote to speak in their language or dialect",69,266
"fever","ague, fever",5,265
"truce","holding back, cessation of hostilities; armistice, truce",20,265
"divinity","divinity",33,265
"foot","paw, foot",67,265
"hide","hide of thick-skinned animals, especially of swine",183,265
"arched","arched, vaulted",7,264
"ducklike","Of, or resembling a duck.",19,264
"spark","spark",27,263
"chalky","made of chalk",14,263
"bar","A bar for closing a door",42,263
"cave","cave, grotto",77,263
"wound","wound, especially a fresh, open one",41,263
"densely","thickly, crowdedly",72,263
"wet","being wet; moist, wet",85,263
"below","below, underneath, beneath",142,263
"chained","chained, shackled",17,262
"drilling","boring, drilling",17,262
"ignite","to ignite, kindle, light",63,262
"river","A river of Thrace, now the Mesta",52,262
"heap","a heap, pile",67,262
"chisel","chisel, whether for wood or stonework",60,261
"box","A small box, for holding medicines or toiletries.",75,261
"bias","Bias",45,261
"roller","wooden roller (for moving ships or military engines)",47,261
"town","A town of Bosporus Cimmerius founded by the Milesians",31,260
"pounder","pounder of far / spelt (a slave who grinds it into flour)",54,260
"god","god; deity",69,260
"drying","drying, parching",119,260
"weak","without strength, weak",28,259
"suspected","mistrusted, suspected, having been suspected",15,259
"give","to give [with dative 'to someone (indirect object)' and accusative 'something (direct object)']",66,259
"bear","to bring forth as a fruit of oneself: to bear, to beget, to engender, to give birth to",69,259
"runs","uncontracted third-person singular present active indicative of θέω (théō)",80,259
"vital","of or pertaining to life; vital, life-giving",19,258
"united","united",19,258
"saucer","acetabulum, a saucer for vinegar",70,258
"knowledge","knowledge, knowing",74,258
"carved","carved, engraved, sculpted",23,257
"hen","hen, fowl",22,257
"flow","a flow, stream",17,257
"snowy","full of snow, snowy",5,257
"fork","winnowing fork, three-pronged fork used to stir grain",12,257
"strength","Strength.",40,257
"axis","axis",44,257
"tender","tender, delicate",87,257
"soon","soon, shortly",138,257
"creep","to move slowly, walk; crawl, creep, slink",40,256
"river","a river in Gedrosia, mentioned by Pliny",55,256
"cup","cup, chalice",61,256
"who","who, what, that, which",96,256
"dead","having perished, dead",47,256
"ridge","the earth thrown up between two furrows, a ridge",73,256
"bright","? flashing, shining, bright (epithet of copper)",7,255
"dark","full of darkness or gloom, shrouded in darkness, dark, gloomy",5,255
"wild","wild, stormy",19,255
"solid","Solid, three-dimensional.",46,255
"hammer","hammer, mallet",24,255
"tribe","A tribe settled near the Caspian Sea, mentioned by Pliny",64,255
"curl","a curled lock of hair",5,254
"completed","completed",23,254
"pregnant","pregnant",39,254
"enemy","an enemy of the state, an enemy, a hostile, opponent, foe",55,254
"weeping","weeping, wailing",63,254
"backwards","back, backwards",67,254
"crooked","bent, crooked",27,253
"embrace","an embrace, an act of entwining",21,253
"fortunate","blessed, prosperous, lucky, fortunate",14,253
"plant","A poisonous plant used by Gauls to anoint their arrows",37,253
"making","doing, making",96,253
"cod","cod (Gadus morhua)",19,252
"people","people",39,252
"smoky","smoky, smoking",38,252
"dirty","dirty, foul, unclean",24,252
"warm","warm, balmy",46,252
"commanding","commanding, giving orders to",64,252
"roll","to roll, turn, twist, or tumble about",22,252
"dancer","dancer",16,251
"river","a small river in Bruttium, now called Corace",21,251
"town","The most important town of Cea and birthplace of Simonides",18,251
"main","main; major; primary; principal",49,251
"subject","A subject for consideration or explanation, a theme, matter, subject, contents.",66,251
"weaver","a weaver",39,251
"people","combining form of δῆμος (dêmos, ""people""); demo-",40,251
"brother","brother, male sibling",53,251
"ten","the number ten",71,251
"bottom","bottom",70,251
"force","force, violence",6,250
"mine","a mine, quarry, or salt pit",40,250
"staff","staff, stick, crutch",35,250
"swallow","the swallow",41,250
"pressed","pressed, having been pressed, squeezed",79,250
"dove","dove, pigeon (sacred bird of Venus)",8,249
"embraced","embraced",5,249
"saliva","spittle; saliva",57,249
"erosion","a rubbing down, wearing away, wasting",34,249
"spoils","spoils, weapons and trappings of a slain foe",54,249
"angel","angel",35,249
"numbness","numbness, torpor",64,249
"waving","agitation, waving (of trees)",48,249
"fleshy","fleshy",30,248
"sight","sight, view: -opsia, -opsy",66,248
"spirit","nomen sacrum form of πνεῦμα (pneûma)",19,248
"name","to name, to nominate",37,248
"cranium","the upper part of the head, the cranium",53,248
"pressure","pressure",87,248
"become","to become, be made",85,248
"drop","a drop",37,247
"cold","cold (i.e., so cold as to be uncomfortable)",19,247
"mask","mask",21,247
"knot","a knot (in rope)",63,247
"war","to wage or carry out war, fight in war, war",70,247
"biting","biting; snappish; tart",8,246
"severed","Having been severed",22,246
"crystal","a crystal",37,246
"thread","a thread twisted like a serpent",15,246
"to bless","to bless",81,246
"conceal","to hide (something from someone), cover, keep a secret, conceal",54,246
"city","an ancient city of the Turdetani, in Hispania Baetica",61,246
"round","round, globular, spherical",3,245
"plain","simple; plain",25,245
"injuring","injuring, doing harm, hurting",9,245
"graceful","slender, neat, graceful (as the letter C)",38,245
"mixture","mixture, compound, union",81,245
"belt","A belt, girdle",91,245
"hooked","having a bent, curved or hooked beak",2,244
"tribal","tribal; of or pertaining to a tribe",6,244
"palm","the palm of the hand",31,244
"creeping","creeping",30,244
"drop","raindrop; particle",37,244
"hinge","hinge (of a door or gate), usually a pivot and socket in Roman times.",52,244
"heavy","heavy; weighty",43,244
"cover","cover, shelter",44,244
"twelve","twelve; 12",73,244
"divided","separated, divided",8,243
"star","a star; a constellation",3,243
"blinking","closing the eyes",20,243
"arm","Arm.",24,243
"iron","made of iron or steel, chalybeate",34,243
"power","might, power, dominion",37,243
"today","today",37,243
"river","a small river in Hispania Tarraconensis",62,243
"approach","approach, advance",7,242
"monster","a monster or monstrous creature",27,242
"silky","silken, silky",4,242
"cubic","Cubic, shaped like or related to a cube.",21,242
"silent","soundless, silent",40,242
"fat","fat, rich, plump, corpulent (person)",7,242
"children","children",32,242
"lively","lively; brisk; quick; eager; active; peppy; excited",22,242
"ambiguous","open to two interpretations; ambiguous",13,242
"tribe","An Alpine tribe who dwelt in the mountainous regions of Venetia and Noricum",48,242
"kill","to kill, slay",61,242
"look","to look, look at, behold; examine, inspect",65,242
"diligent","Careful, diligent, thoughtful, devoted.",10,241
"human","a human being, man, human, person",51,241
"town","a town in Paphlagonia, mentioned by Pliny",38,241
"ram","ram",27,241
"pillow","cushion, pillow, bolster",59,241
"hidden","hidden, concealed",5,240
"ancestors","the ancients, men of old, forefathers",38,240
"goat","billy goat, buck",30,240
"town","A small town of Arcadia situated near Caphyae",59,240
"buzzing","humming, buzzing of bees",72,240
"letter","letter (of the alphabet)",41,240
"before","before; sooner; formerly",73,240
"mimic","mimic (mime artist)",1,239
