word,kind,described,traits,name,why
Sohmaea,genus,"Legume whose flat pod is jointed into segments, each segment covered in minute hooked hairs so that the pod breaks apart on contact and every piece rides away on wool, fur or a trouser leg.","pod jointed into segments; segments covered in minute hooked hairs; breaks apart and sticks to anything passing","cling + pod","Chinese na shen cao is grab-body grass. The plant is met by being carried off by it, usually noticed hours later, and no other pod here does that."
Hansenia,genus,"Umbellifer of high alpine meadow with aromatic leaves cut into fine divisions and flat white umbels, over a thick strongly aromatic rhizome that is dug, dried and simmered for aching joints and cold in the bones.","thick aromatic rhizome dug for aching joints; high alpine meadow; finely cut aromatic leaf; flat white umbel","ache + root","The root is what is dug, carried and sold, and what it is taken for is the ache. It sits beside the bitter, hot, dark and rose roots and is told apart from all of them by use."
Leskea,genus,"Small moss making thin dull green mats over tree bases and damp rock in shaded woodland, the shoots creeping and the branches short and erect, the whole growth so slight it reads as a stain until touched.","thin dull green creeping mat; short erect branches; tree bases and damp rock; shaded woodland","thin + moss","Chinese bao luo xian is thin-gauze moss. Thinness is what it is, and it separates it from the feathered, eared, filmy and flattened liverworts already named."
Sesbania,genus,"Fast soft-wooded legume of wet field and paddy edge, with long pinnate leaves of many small paired leaflets, yellow pea flowers often flecked purple, and very long thin pods hanging straight down like cords.","very long thin hanging pods; many small paired leaflets; wet field and paddy edge; grows fast and is dug in to feed the soil","long + pod","The pods hang a hand's length and straight, which is visible from across a field and is unlike the rattling bladder and the clinging joints of the other pods named."
Sorghum,genus,"Stout tall grass with broad maize-like leaves, carrying at the top a dense head of hard reddish-brown grain. It stands drought that kills other grain, is ground for flour and porridge, and is fermented for the strong clear liquor.","tall stout stem with broad leaves; dense head of reddish-brown grain; stands drought; ground for flour, fermented for liquor","tall + grain","Chinese gao liang is tall grain. It stands head and shoulders above the other cereals in a field and the grain is the point of it."
Flacourtia,genus,"Small tree armed on trunk and branch with long stiff thorns that themselves branch into more thorns, with glossy toothed leaves and small dark red-purple plum-like fruits that are sweet-sour and eaten fresh. Planted in rows as a hedge nothing will push through.","long branched thorns on trunk and branch; planted as a stockproof hedge; small dark red plum-like fruit; glossy toothed leaf","thorn + hedge","Chinese ci li mu is thorn-hedge tree, which is what it is grown for and what its branched thorns make possible. Hedge shrub is Ligustrum, which is clipped and has no thorns at all."
Cordia,genus,"Tree with leaves rough as sandpaper, funnel-shaped white or orange flowers, and a fruit whose pulp is clear, sticky and stringy enough to be used as paste for paper and as a glue. The young fruit is pickled and eaten.","fruit pulp sticky enough to use as glue; leaves rough as sandpaper; funnel-shaped flower; young fruit pickled","glue + fruit","The pulp really is used as paste and that use is old and widespread. It is also the one thing about the fruit a person discovers immediately, by finding their fingers stuck together."
Kiaeria,genus,"Moss of high cold rock and the edges of late snow, in dense dark tufts whose narrow leaves are all curved and swept to one side, so that a cushion looks combed by a wind that is no longer blowing.","leaves all swept to one side; dense dark tuft; high cold rock and snowbed edges; narrow curved leaf","sweep + moss","Every leaf lying the same way makes the tuft look brushed, which is visible with the naked eye and is what separates it on the bare rock where it grows."
Dieffenbachia,genus,"Thick fleshy cane carrying large leaves boldly blotched and streaked in cream over deep green. The sap is loaded with fine needle crystals, and a mouthful swells the tongue and throat so that a person cannot speak for days.","sap that swells the tongue and stops speech; large leaves blotched cream over green; thick fleshy cane; deep shade","mute + cane","Being struck dumb by it is the reason it has the name it has in English, and a name that carries the warning is worth more than one that describes the blotches."
Calliandra,genus,"Legume shrub with leaves divided into many tiny paired leaflets that fold shut when touched or at dusk, and flower heads that are a half-sphere of long silky stamens, scarlet or white, standing out like a powder puff or a shaving brush.","flower head a half-sphere of long silky stamens; scarlet or white; many tiny paired leaflets that fold shut; shrub","brush + flower","The flower has no visible petals worth the name, only the brush of stamens, and that is both the whole appearance and the reason it is planted."
Koeleria,genus,"Tufted grass of dry thin turf with a dense narrow spike-like head, tight and cylindrical, which catches the light along its whole length and shines silver as it dries.","dense narrow cylindrical head that shines silver; tufted; dry thin turf; tight spike-like panicle","silver + spike","The shine on a dried head picks it out of a dry sward from some distance, and the head is tight and spike-like where its relatives are open and airy."
Dillenia,genus,"Tree with enormous corrugated leaves whose strong parallel veins run straight to a toothed edge, large white or yellow flowers, and a hard green fruit made not of a wall but of the fleshy sepals closing over the seeds. Sour, and cooked into curry.","enormous corrugated leaf with strong parallel veins; fruit made of fleshy sepals closing over the seeds; hard, green and sour; cooked in curry","elephant + apple","Elephant apple is its name across South Asia, for the size and hardness of the fruit and for what eats it where it falls. The leaf is the other candidate and is shared with several trees beside it."
