word,domains,heads,where
depressed,8,42,"adj.all noun.state disease environment medicine.sign"
edition,8,42,"noun.communication noun.group noun.cognition noun.artifact medicine.all"
estradiol,8,42,"noun.substance noun.artifact chemistry cell medicine.sign"
subclass,8,42,"noun.group noun.animal noun.plant disease medicine.sign"
ethyl,8,41,"noun.substance noun.food noun.artifact chemistry medicine.all"
graft,8,41,"noun.act noun.body verb.contact disease medicine.all"
doll,8,39,"noun.artifact noun.person verb.body disease medicine.sign"
mali,8,39,"noun.location noun.quantity noun.plant medicine.all medicine.mesh"
reel,8,39,"noun.act noun.artifact noun.communication verb.motion verb.contact"
coagulation,8,38,"noun.process noun.substance anatomy disease medicine.sign"
driver,8,38,"noun.person noun.communication noun.artifact noun.animal medicine.all"
pleura,8,38,"noun.body anatomy disease cell medicine.sign"
cyanide,8,37,"noun.substance noun.state noun.process disease environment"
implantation,8,37,"noun.process noun.act anatomy disease medicine.sign"
ablation,8,36,"noun.act noun.process noun.object environment medicine.all"
infantile,8,36,"adj.all adj.pert noun.state noun.cognition disease"
mammalian,8,36,"adj.pert noun.animal anatomy disease cell"
recombination,8,36,"noun.event anatomy disease medicine.sign medicine.all"
thickening,8,36,"adj.all noun.substance noun.shape noun.act disease"
armour,8,35,"adj.all noun.group noun.artifact noun.animal verb.possession"
coloured,8,35,"adj.all noun.person noun.attribute medicine.all tool.artifact"
gangrene,8,35,"noun.state noun.phenomenon verb.body disease medicine.sign"
eruption,8,34,"noun.state noun.event disease environment medicine.sign"
forte,8,34,"adj.all noun.attribute noun.communication noun.artifact adv.all"
pyridine,8,34,"noun.substance disease chemistry environment medicine.all"
restoration,8,34,"noun.time noun.act noun.state noun.artifact medicine.all"
runner,8,33,"noun.food noun.person noun.artifact noun.animal noun.plant"
subfamily,8,33,"noun.group noun.plant noun.animal anatomy medicine.all"
endometrium,8,32,"noun.body anatomy disease cell medicine.sign"
inflorescence,8,32,"noun.process noun.plant quality plant-part environment"
jejunum,8,32,"noun.body anatomy disease cell medicine.sign"
mathematics,8,31,"noun.cognition noun.group noun.person medicine.all medicine.mesh"
veil,8,31,"noun.artifact noun.plant verb.communication noun.body verb.contact"
bonnet,8,30,"noun.artifact verb.body noun.animal noun.plant disease"
dorsalis,8,30,"noun.animal noun.state noun.body anatomy disease"
epididymis,8,30,"noun.body anatomy disease cell medicine.sign"
hepatica,8,30,"noun.animal noun.plant noun.body disease medicine.all"
rigidity,8,30,"noun.quantity noun.attribute disease medicine.sign medicine.all"
stiffness,8,30,"noun.attribute disease medicine.sign medicine.all medicine.mesh"
warfare,8,30,"noun.group noun.act noun.state medicine.mesh tool.artifact"
italy,8,29,"noun.location noun.person medicine.all medicine.mesh law"
longus,8,29,"noun.plant noun.body anatomy disease medicine.sign"
percussion,8,29,"noun.act noun.group noun.artifact medicine.sign medicine.all"
porcelain,8,29,"noun.artifact noun.substance medicine.sign medicine.all medicine.mesh"
seam,8,29,"noun.location noun.artifact noun.shape verb.contact cell"
shunt,8,29,"noun.artifact noun.body verb.motion disease medicine.sign"
acceptor,8,28,"noun.substance noun.person anatomy disease environment"
apoptosis,8,28,"noun.phenomenon anatomy disease cell medicine.sign"
butt,8,28,"noun.artifact noun.plant noun.person noun.body verb.contact"
ileum,8,28,"noun.body anatomy disease cell medicine.sign"
suppression,8,28,"noun.process noun.act disease medicine.sign medicine.all"
feeder,8,27,"noun.artifact noun.animal noun.person noun.object medicine.all"
forebrain,8,27,"noun.body anatomy disease cell environment"
morocco,8,27,"noun.location noun.substance medicine.all medicine.mesh tool.artifact"
superfamily,8,27,"noun.group noun.animal anatomy disease medicine.all"
depletion,8,26,"noun.act noun.state disease medicine.sign medicine.all"
disposal,8,26,"noun.attribute noun.act noun.artifact environment medicine.all"
enhancement,8,26,"noun.act noun.possession disease medicine.sign medicine.all"
regurgitation,8,26,"noun.event noun.cognition noun.act disease medicine.sign"
terminalis,8,26,"noun.plant anatomy disease cell medicine.sign"
aura,8,25,"noun.animal noun.state noun.attribute disease medicine.sign"
compliance,8,25,"noun.act noun.attribute disease medicine.all medicine.mesh"
erythrocyte,8,25,"noun.body noun.time anatomy disease cell"
incontinence,8,25,"noun.process noun.attribute disease medicine.sign medicine.all"
insulation,8,25,"noun.state noun.substance noun.act noun.attribute medicine.all"
pudding,8,25,"noun.food noun.body noun.animal noun.plant noun.person"
renaissance,8,25,"noun.time noun.attribute noun.act noun.person noun.cognition"
susceptibility,8,25,"noun.state disease quality medicine.sign medicine.all"
audit,8,24,"noun.possession noun.act verb.cognition noun.cognition medicine.all"
bicarbonate,8,24,"noun.substance anatomy disease medicine.sign medicine.all"
conditioner,8,24,"noun.artifact noun.act noun.person noun.substance medicine.all"
lawrence,8,24,"noun.person noun.object noun.location noun.artifact medicine.all"
modification,8,24,"noun.act noun.artifact noun.relation noun.event disease"
tenor,8,24,"adj.all noun.communication noun.attribute noun.person noun.cognition"
thailand,8,24,"noun.object noun.location medicine.all medicine.mesh law"
threonine,8,24,"noun.substance disease chemistry environment medicine.sign"
vaccination,8,24,"noun.act noun.state disease medicine.sign medicine.all"
externa,8,23,"noun.state noun.body anatomy disease cell"
patella,8,23,"noun.animal noun.body anatomy disease medicine.sign"
surveillance,8,23,"noun.group noun.communication noun.act noun.artifact medicine.all"
utilization,8,23,"noun.act noun.state medicine.all medicine.mesh physics.quantity"
arizona,8,22,"noun.location noun.animal noun.plant medicine.all medicine.mesh"
correction,8,22,"noun.act noun.quantity noun.communication noun.attribute noun.artifact"
ejaculation,8,22,"noun.communication noun.process anatomy disease medicine.sign"
planus,8,22,"noun.state noun.body disease medicine.sign medicine.all"
reticulum,8,22,"noun.object noun.body noun.animal anatomy disease"
vertebrata,8,22,"noun.animal anatomy disease cell environment"
allocation,8,21,"noun.possession noun.act noun.quantity noun.group medicine.all"
deterioration,8,21,"noun.state noun.process disease medicine.sign medicine.all"
episode,8,21,"noun.state noun.event noun.communication noun.artifact disease"
hypoxia,8,21,"noun.state anatomy disease chemistry medicine.all"
innovation,8,21,"noun.artifact noun.cognition noun.act medicine.all medicine.mesh"
nucleotide,8,21,"noun.substance noun.phenomenon anatomy disease environment"
pons,8,21,"noun.person noun.body noun.communication anatomy disease"
tourism,8,21,"noun.act medicine.all medicine.mesh tool.artifact sport"
academy,8,20,"noun.communication noun.group noun.artifact medicine.all medicine.mesh"
cocktail,8,20,"noun.artifact noun.food noun.event medicine.all medicine.mesh"
compensation,8,20,"noun.possession noun.process noun.act medicine.all medicine.mesh"
cultivation,8,20,"noun.act noun.state noun.process noun.cognition medicine.all"
dopa,8,20,"noun.substance noun.artifact disease cell medicine.sign"
flexure,8,20,"noun.state noun.shape noun.act noun.body anatomy"
israel,8,20,"noun.location noun.person noun.group medicine.all medicine.mesh"
laundry,8,20,"noun.cognition noun.artifact noun.substance medicine.all medicine.mesh"
philippines,8,20,"noun.location medicine.all medicine.mesh tool.artifact law"
pinna,8,20,"noun.plant noun.body anatomy disease medicine.sign"
progesterone,8,20,"noun.substance anatomy disease cell medicine.sign"
recreation,8,20,"noun.location noun.act noun.artifact environment medicine.all"
slag,8,20,"noun.substance verb.change noun.communication geology.rock environment"
thrush,8,20,"noun.animal noun.state noun.person disease medicine.sign"
washington,8,20,"noun.person noun.artifact noun.location noun.group medicine.all"
pathology,7,6854,"noun.cognition noun.state disease medicine.all medicine.mesh"
biosynthesis,7,6309,"noun.process disease plant-part medicine.all medicine.mesh"
radiotherapy,7,4862,"noun.act noun.artifact environment medicine.all medicine.mesh"
congenital,7,4111,"adj.all noun.state disease medicine.sign medicine.all"
histology,7,3298,"noun.cognition disease medicine.sign medicine.all medicine.mesh"
carboxamide,7,1265,"anatomy disease chemistry environment medicine.sign"
bromide,7,586,"noun.substance noun.communication noun.artifact medicine.all medicine.mesh"
morphogenesis,7,522,"noun.process anatomy disease medicine.sign medicine.all"
diol,7,518,"noun.substance anatomy disease chemistry environment"
iodide,7,444,"noun.substance disease medicine.sign medicine.all medicine.mesh"
triphosphate,7,400,"noun.substance disease environment medicine.sign medicine.all"
carboxylate,7,341,"verb.change disease chemistry environment medicine.sign"
amide,7,318,"noun.substance anatomy disease environment medicine.all"
monophosphate,7,295,"noun.substance disease chemistry medicine.all medicine.mesh"
subunit,7,279,"noun.quantity anatomy disease environment medicine.sign"
documentation,7,238,"noun.communication noun.act medicine.all medicine.mesh tool.artifact"
oxidase,7,232,"noun.substance noun.artifact disease medicine.sign medicine.all"
techniques,7,229,"medicine.all medicine.mesh tool.artifact music sport"
mesenchyme,7,210,"noun.animal anatomy disease cell environment"
ketone,7,208,"noun.substance anatomy disease environment medicine.all"
japonica,7,196,"noun.plant noun.animal disease medicine.all medicine.mesh"
tartrate,7,189,"noun.substance anatomy chemistry environment medicine.all"
ganglion,7,169,"noun.body anatomy disease cell medicine.sign"
phosphatase,7,160,"noun.substance anatomy disease medicine.sign medicine.all"
mitochondrial,7,159,"anatomy disease environment medicine.sign medicine.all"
papilloma,7,157,"noun.animal noun.state disease medicine.sign medicine.all"
familial,7,150,"adj.pert adj.all noun.state disease medicine.all"
phenylalanine,7,150,"noun.substance disease chemistry medicine.sign medicine.all"
calcification,7,148,"noun.process noun.state disease medicine.sign medicine.all"
epilepsy,7,146,"noun.state disease medicine.sign medicine.all medicine.mesh"
proline,7,143,"noun.substance disease chemistry medicine.sign medicine.all"
primordium,7,140,"noun.body anatomy disease plant-part environment"
albicans,7,134,"noun.plant noun.animal anatomy disease medicine.all"
indica,7,134,"noun.plant noun.animal disease medicine.all medicine.mesh"
gallus,7,124,"noun.animal noun.artifact anatomy disease medicine.mesh"
extremity,7,121,"noun.body noun.state noun.location disease medicine.sign"
ossification,7,121,"noun.process noun.attribute anatomy disease medicine.sign"
marina,7,119,"noun.plant noun.artifact disease medicine.mesh tool.artifact"
tang,7,119,"noun.group noun.animal noun.attribute noun.cognition medicine.all"
glycerol,7,117,"noun.substance disease chemistry medicine.sign medicine.all"
bronchus,7,116,"noun.body anatomy disease cell medicine.sign"
palate,7,110,"noun.state noun.body anatomy disease medicine.sign"
protease,7,109,"noun.substance noun.artifact anatomy disease medicine.all"
esophagus,7,108,"noun.body anatomy disease cell medicine.sign"
tubule,7,107,"noun.body anatomy disease cell medicine.sign"
arthritis,7,104,"noun.state disease medicine.sign medicine.all medicine.mesh"
tomography,7,104,"noun.act noun.artifact medicine.sign medicine.all medicine.mesh"
albumin,7,99,"noun.substance disease medicine.sign medicine.all medicine.mesh"
pylori,7,99,"noun.animal noun.body disease medicine.sign medicine.all"
evaluation,7,98,"noun.act noun.cognition medicine.all medicine.mesh tool.artifact"
fibroblast,7,97,"noun.body anatomy disease cell medicine.sign"
macrophage,7,97,"noun.body anatomy disease cell medicine.sign"
palsy,7,96,"noun.state verb.change adj.all disease medicine.sign"
perforation,7,96,"noun.artifact noun.object noun.act disease medicine.sign"
transferase,7,95,"noun.substance anatomy disease chemistry medicine.sign"
endothelium,7,94,"noun.body anatomy disease plant-part medicine.sign"
ulcer,7,92,"noun.state noun.food disease medicine.sign medicine.all"
chemotaxis,7,91,"noun.act anatomy disease medicine.sign medicine.all"
dermatitis,7,91,"noun.state disease medicine.sign medicine.all medicine.mesh"
metacarpal,7,91,"adj.pert noun.body anatomy disease medicine.sign"
canadensis,7,90,"noun.plant noun.animal disease medicine.all medicine.mesh"
leucine,7,83,"noun.substance disease environment medicine.sign medicine.all"
vasculature,7,83,"anatomy disease cell environment medicine.sign"
humerus,7,81,"noun.body anatomy disease medicine.sign medicine.all"
statistics,7,80,"noun.cognition noun.group medicine.all medicine.mesh tool.artifact"
antibodies,7,78,"noun.substance disease medicine.sign medicine.all medicine.mesh"
metabolite,7,78,"noun.substance anatomy disease environment medicine.sign"
bicolor,7,77,"noun.plant noun.animal adj.all medicine.all medicine.mesh"
streptococcus,7,77,"noun.animal noun.state disease medicine.sign medicine.all"
beverage,7,75,"noun.food disease environment medicine.all tool.artifact"
hernia,7,74,"noun.state disease medicine.sign medicine.all medicine.mesh"
indicus,7,72,"noun.animal noun.plant disease medicine.all medicine.mesh"
mori,7,72,"noun.animal noun.cognition medicine.mesh tool.artifact law"
lutea,7,71,"noun.plant noun.body anatomy disease medicine.all"
inactivation,7,67,"noun.process noun.act disease medicine.sign medicine.all"
hepatitis,7,65,"noun.state noun.animal disease medicine.sign medicine.all"
