name_code,latin,chinese,pinyin,literal,tune,from,half,open,said_genus,said_species
T20171000024836,"Sedum pagetodes","景天属寒地景天","jǐng tiān shǔ hán dì jǐng tiān","thick + leaf | cold + earth","ciklif buCpum","chinese","","","ciklif","buCpum"
T20171000024837,"Sedum pampaninii","景天属秦岭景天","jǐng tiān shǔ qín lǐng jǐng tiān","thick + leaf | qin + mountain ridge","ciklif blugmantridj","chinese","","","ciklif","blugmantridj"
T20171000024838,"Sedum parvisepalum","景天属尖萼佛甲草","jǐng tiān shǔ jiān è fó jiǎ cǎo","thick + leaf | worthless + sepal","ciklif cazliflyug","latin","","","ciklif","cazliflyug"
T20171000024839,"Sedum perrotii","景天属甘肃景天","jǐng tiān shǔ gān sù jǐng tiān","thick + leaf | sweetness + pay respects","ciklif pudlyeCwug","chinese","","","ciklif","pudlyeCwug"
T20171000024841,"Sedum phyllanthum","景天属叶花景天","jǐng tiān shǔ yè huā jǐng tiān","thick + leaf | leaf + flower","ciklif lifxaf","latin","","","ciklif","lifxaf"
T20171000024843,"Sedum piloshanense","景天属碧罗山景天","jǐng tiān shǔ bì luó shān jǐng tiān","thick + leaf","","latin","ciklif","","ciklif",""
T20171000024844,"Sedum planifolium","景天属平叶景天","jǐng tiān shǔ píng yè jǐng tiān","thick + leaf | level + leaf","ciklif yiglif","latin","","","ciklif","yiglif"
T20171000024845,"Sedum platysepalum","景天属宽萼景天","jǐng tiān shǔ kuān è jǐng tiān","thick + leaf | flat + sepal","ciklif nujliflyug","latin","","","ciklif","nujliflyug"
T20171000024846,"Sedum plumbizincicola","景天属伴矿景天","jǐng tiān shǔ bàn kuàng jǐng tiān","thick + leaf | companion + mine","ciklif foftaiC","chinese","","zinc","ciklif","foftaiC"
T20171000024847,"Sedum polytrichoides","景天属藓状景天","jǐng tiān shǔ xiǎn zhuàng jǐng tiān","thick + leaf | hairy + be wanting/lacking","ciklif cexniqniplam","latin","","","ciklif","cexniqniplam"
T20171000024848,"Sedum prasinopetalum","景天属绿瓣景天","jǐng tiān shǔ lǜ bàn jǐng tiān","thick + leaf | before + allow + foil","ciklif beflyitlif","latin","","","ciklif","beflyitlif"
T20171000024849,"Sedum pratoalpinum","景天属牧山景天","jǐng tiān shǔ mù shān jǐng tiān","thick + leaf | meadow + alpine","ciklif plup","latin","","","ciklif","plup"
T20171000024850,"Sedum przewalskii","景天属高原景天","jǐng tiān shǔ gāo yuán jǐng tiān","thick + leaf | tall + source","ciklif tolkos","chinese","","","ciklif","tolkos"
T20171000024851,"Sedum purdomii","景天属裂鳞景天","jǐng tiān shǔ liè lín jǐng tiān","thick + leaf | split + scale","ciklif splitkij","chinese","","","ciklif","splitkij"
T20171000024852,"Sedum ramentaceum","景天属糠秕景天","jǐng tiān shǔ kāng bǐ jǐng tiān","thick + leaf | shavings + soft","","latin","ciklif","shavings","ciklif",""
T20171000024853,"Sedum raymondii","景天属膨果景天","jǐng tiān shǔ péng guǒ jǐng tiān","thick + leaf | swell + fruit","ciklif poCfrut","chinese","","","ciklif","poCfrut"
T20171000024854,"Sedum roborowskii","景天属阔叶景天","jǐng tiān shǔ kuò yè jǐng tiān","thick + leaf | broad + leaf","ciklif brodlif","chinese","","","ciklif","brodlif"
T20171000024855,"Sedum rosthornianum","景天属南川景天","jǐng tiān shǔ nán chuān jǐng tiān","thick + leaf | south + stream","ciklif lutlstrim","chinese","","","ciklif","lutlstrim"
T20171000024856,"Sedum sagittipetalum","景天属箭瓣景天","jǐng tiān shǔ jiàn bàn jǐng tiān","thick + leaf | arrow + foil","ciklif laijlif","latin","","","ciklif","laijlif"
T20171000024857,"Sedum sarmentosum","景天属垂盆草","jǐng tiān shǔ chuí pén cǎo","thick + leaf | shoot + exist","ciklif xutkes","latin","","","ciklif","xutkes"
T20171000024862,"Sedum sekiteiense","景天属石碇佛甲草","jǐng tiān shǔ shí dìng fó jiǎ cǎo","thick + leaf | platform + bay","ciklif hoCpaid","folk","","","ciklif","hoCpaid"
T20171000024863,"Sedum semilunatum","景天属月座景天","jǐng tiān shǔ yuè zuò jǐng tiān","thick + leaf | half + curved","ciklif hafcoj","latin","","","ciklif","hafcoj"
T20171000024864,"Sedum shigatsense","景天属西藏景天","jǐng tiān shǔ xī zàng jǐng tiān","thick + leaf | west + hide","ciklif webhaid","chinese","","","ciklif","webhaid"
T20171000024865,"Sedum shitaiense","景天属石台景天","jǐng tiān shǔ shí tái jǐng tiān","thick + leaf | stone + platform","ciklif stonhoC","chinese","","","ciklif","stonhoC"
T20171000024866,"Sedum sinoglaciale","景天属冰川景天","jǐng tiān shǔ bīng chuān jǐng tiān","thick + leaf | sinus + icy","ciklif rezgcojsmas","latin","","","ciklif","rezgcojsmas"
T20171000024868,"Sedum somenii","景天属邓川景天","jǐng tiān shǔ dèng chuān jǐng tiān","thick + leaf","","latin","ciklif","","ciklif",""
T20171000024870,"Sedum stellariifolium","景天属繁缕景天","jǐng tiān shǔ fán lǚ jǐng tiān","thick + leaf | pillar + gull + leaf","ciklif standgubgalrlif","latin","","","ciklif","standgubgalrlif"
T20171000024875,"Sedum stimulosum","景天属刺毛景天","jǐng tiān shǔ cì máo jǐng tiān","thick + leaf | spur","ciklif sweq","latin","","","ciklif","sweq"
T20171000024876,"Sedum subtile","景天属细小景天","jǐng tiān shǔ xì xiǎo jǐng tiān","thick + leaf | slender","ciklif slaz","latin","","","ciklif","slaz"
T20171000024880,"Sedum susanneae","景天属方腺景天","jǐng tiān shǔ fāng xiàn jǐng tiān","thick + leaf | square + gland","ciklif gaubgland","chinese","","","ciklif","gaubgland"
T20171000024884,"Sedum tetractinum","景天属四芒景天","jǐng tiān shǔ sì máng jǐng tiān","thick + leaf | four + awn","ciklif boqgrencex","chinese","","","ciklif","boqgrencex"
T20171000024885,"Sedum tianmushanense","景天属天目山景天","jǐng tiān shǔ tiān mù shān jǐng tiān","thick + leaf | sky + mountain","ciklif xumzmant","chinese","","","ciklif","xumzmant"
T20171000024886,"Sedum tosaense","景天属土佐景天","jǐng tiān shǔ tǔ zuǒ jǐng tiān","thick + leaf | earth + assist","ciklif pumfalc","chinese","","","ciklif","pumfalc"
T20171000024888,"Sedum triactina","景天属三芒景天","jǐng tiān shǔ sān máng jǐng tiān","thick + leaf | three + elder","ciklif demCont","latin","","","ciklif","demCont"
T20171000024892,"Sedum trichospermum","景天属毛籽景天","jǐng tiān shǔ máo zǐ jǐng tiān","thick + leaf | hair + seed","ciklif cexsid","latin","","","ciklif","cexsid"
T20171000024893,"Sedum trullipetalum","景天属镘瓣景天","jǐng tiān shǔ màn bàn jǐng tiān","thick + leaf | scoop + foil","ciklif skuplif","latin","","","ciklif","skuplif"
T20171000024896,"Sedum tsiangii","景天属安龙景天","jǐng tiān shǔ ān lóng jǐng tiān","thick + leaf | peaceful + dragon","ciklif himcuzb","chinese","","","ciklif","himcuzb"
T20171000024900,"Sedum tsinghaicum","景天属青海景天","jǐng tiān shǔ qīng hǎi jǐng tiān","thick + leaf | blue + sea","ciklif bagmoC","chinese","","","ciklif","bagmoC"
T20171000024901,"Sedum tsonanum","景天属错那景天","jǐng tiān shǔ cuò nà jǐng tiān","thick + leaf | error + that","ciklif nindCat","chinese","","","ciklif","nindCat"
T20171000024902,"Sedum ulricae","景天属甘南景天","jǐng tiān shǔ gān nán jǐng tiān","thick + leaf | sweetness + south","ciklif pudlut","chinese","","","ciklif","pudlut"
T20171000024903,"Sedum uniflorum","景天属疏花佛甲草","jǐng tiān shǔ shū huā fó jiǎ cǎo","thick + leaf | one + flower","ciklif medxaf","latin","","","ciklif","medxaf"
T20171000024911,"Sedum wangii","景天属德钦景天","jǐng tiān shǔ dé qīn jǐng tiān","thick + leaf | ethics + respect","ciklif krevwug","chinese","","","ciklif","krevwug"
T20171000024912,"Sedum wenchuanense","景天属汶川景天","jǐng tiān shǔ wèn chuān jǐng tiān","thick + leaf | narrow + valley","ciklif woiqmaib","latin","","","ciklif","woiqmaib"
T20171000024915,"Sedum wilsonii","景天属兴山景天","jǐng tiān shǔ xīng shān jǐng tiān","thick + leaf | thrive + mountain","ciklif xeqkclmant","chinese","","","ciklif","xeqkclmant"
T20171000024916,"Sedum woronowii","景天属长萼景天","jǐng tiān shǔ cháng è jǐng tiān","thick + leaf | long + calyx","ciklif loqxaflyug","chinese","","","ciklif","loqxaflyug"
T20171000024917,"Sedum yvesii","景天属短蕊景天","jǐng tiān shǔ duǎn ruǐ jǐng tiān","thick + leaf | short + stamen","ciklif xortxafcred","chinese","","","ciklif","xortxafcred"
T20171000024920,"Sinocrassula ambigua","石莲属长萼石莲","shí lián shǔ cháng è shí lián","sinus | bidirectional","rezgcoj noctaq","latin","","","rezgcoj","noctaq"
T20171000024923,"Sinocrassula densirosulata","石莲属密叶石莲","shí lián shǔ mì yè shí lián","sinus | tooth + little rose + provided with","rezgcoj tucijtwuC","latin","","","rezgcoj","tucijtwuC"
T20171000024925,"Sinocrassula diversifolia","石莲属异形叶石莲","shí lián shǔ yì xíng yè shí lián","sinus | two + turned + leaf","rezgcoj noctunlif","latin","","","rezgcoj","noctunlif"
T20171000024926,"Sinocrassula indica","石莲属石莲","shí lián shǔ shí lián","sinus | river + land","rezgcoj wigdland","latin","","","rezgcoj","wigdland"
T20171000024947,"Sinocrassula longistyla","石莲属长柱石莲","shí lián shǔ cháng zhù shí lián","sinus | long + stake","rezgcoj loqdaig","latin","","","rezgcoj","loqdaig"
T20171000024951,"Sinocrassula techinensis","石莲属德钦石莲","shí lián shǔ dé qīn shí lián","sinus | ethics + respect","rezgcoj krevwug","chinese","","","rezgcoj","krevwug"
T20171000024953,"Sinocrassula yunnanensis","石莲属云南石莲","shí lián shǔ yún nán shí lián","sinus | cloud + south","rezgcoj klaudlut","latin","","","rezgcoj","klaudlut"
T20171000024957,"Tillaea alata","东爪草属云南东爪草","dōng zhǎo cǎo shǔ yún nán dōng zhǎo cǎo","east + claw + grass | winged","rogvoisgras doz","chinese","","","rogvoisgras","doz"
T20171000024960,"Tillaea aquatica","东爪草属东爪草","dōng zhǎo cǎo shǔ dōng zhǎo cǎo","east + claw + grass | water","rogvoisgras wot","chinese","","","rogvoisgras","wot"
T20171000024961,"Tillaea likiangensis","东爪草属丽江东爪草","dōng zhǎo cǎo shǔ lì jiāng dōng zhǎo cǎo","east + claw + grass | beautiful + river","rogvoisgras hajwigd","chinese","","","rogvoisgras","hajwigd"
T20171000024962,"Tillaea mongolica","东爪草属承德东爪草","dōng zhǎo cǎo shǔ chéng dé dōng zhǎo cǎo","east + claw + grass | dry + grass + plateau","rogvoisgras taipgraslsnup","chinese","","","rogvoisgras","taipgraslsnup"
T20171000024964,"Tillaea schimperi","东爪草属五蕊东爪草","dōng zhǎo cǎo shǔ wǔ ruǐ dōng zhǎo cǎo","east + claw + grass | five + stamen","rogvoisgras tenxafcred","chinese","","","rogvoisgras","tenxafcred"
T20171000024970,"Penthorum chinense","扯根菜属扯根菜","chě gēn cài shǔ chě gēn cài","five + boundary | middle + land","tenbod modland","latin","","","tenbod","modland"
T20171000024977,"Gonocarpus chinensis","小二仙草属黄花小二仙草","xiǎo èr xiān cǎo shǔ huáng huā xiǎo èr xiān cǎo","parent + fruit | middle + land","sasfrut modland","latin","","","sasfrut","modland"
T20171000024988,"Gonocarpus micranthus","小二仙草属小二仙草","xiǎo èr xiān cǎo shǔ xiǎo èr xiān cǎo","parent + fruit | small + flower","sasfrut smolxaf","latin","","","sasfrut","smolxaf"
T20171000024996,"Myriophyllum alterniflorum","狐尾藻属互花狐尾藻","hú wěi zǎo shǔ hù huā hú wěi zǎo","spiked watermilfoil | successive + flower","woftwotlif yutxaf","latin","","","woftwotlif","yutxaf"
T20171000024997,"Myriophyllum dicoccum","狐尾藻属二分果狐尾藻","hú wěi zǎo shǔ èr fēn guǒ hú wěi zǎo","spiked watermilfoil | two + berry","woftwotlif nocrain","latin","","","woftwotlif","nocrain"
T20171000024998,"Myriophyllum exasperatum","狐尾藻属短喙狐尾藻","hú wěi zǎo shǔ duǎn huì hú wěi zǎo","spiked watermilfoil | short + beak","woftwotlif xortfoid","chinese","","irritation","woftwotlif","xortfoid"
T20171000024999,"Myriophyllum heterophyllum","狐尾藻属异叶狐尾藻","hú wěi zǎo shǔ yì yè hú wěi zǎo","spiked watermilfoil | other + leaf","woftwotlif korlif","latin","","","woftwotlif","korlif"
T20171000025000,"Myriophyllum oguraense","狐尾藻属东方狐尾藻","hú wěi zǎo shǔ dōng fāng hú wěi zǎo","spiked watermilfoil | east + square","woftwotlif rogaub","chinese","","","woftwotlif","rogaub"
T20171000025008,"Myriophyllum spicatum","狐尾藻属穗状狐尾藻","hú wěi zǎo shǔ suì zhuàng hú wěi zǎo","spiked watermilfoil | spiky","woftwotlif woft","latin","","","woftwotlif","woft"
T20171000025009,"Myriophyllum tetrandrum","狐尾藻属四蕊狐尾藻","hú wěi zǎo shǔ sì ruǐ hú wěi zǎo","spiked watermilfoil | four + andron","woftwotlif boqmalv","latin","","","woftwotlif","boqmalv"
T20171000025011,"Myriophyllum tuberculatum","狐尾藻属刺果狐尾藻","hú wěi zǎo shǔ cì guǒ hú wěi zǎo","spiked watermilfoil | bump","woftwotlif bamp","latin","","","woftwotlif","bamp"
T20171000025013,"Myriophyllum ussuriense","狐尾藻属乌苏里狐尾藻","hú wěi zǎo shǔ wū sū lǐ hú wěi zǎo","spiked watermilfoil | cold + forest + river","woftwotlif buChaimwigd","latin","","","woftwotlif","buChaimwigd"
T20171000025017,"Myriophyllum verticillatum","狐尾藻属狐尾藻","hú wěi zǎo shǔ hú wěi zǎo","spiked watermilfoil | whorled","woftwotlif riqkiz","latin","","","woftwotlif","riqkiz"
T20171000025021,"Cynomorium songaricum","锁阳属锁阳","suǒ yáng shǔ suǒ yáng","dog + portion | Son + garum + Cyme","dogport freq","latin","","","dogport","freq"
T20171000025025,"Ampelocissus artemisiifolia","酸蔹藤属酸蔹藤","suān liǎn téng shǔ suān liǎn téng","viny + ivy | Palmaiola + leaf","vaindjol lif","latin","","","vaindjol","lif"
T20171000025026,"Ampelocissus butoensis","酸蔹藤属四川酸蔹藤","suān liǎn téng shǔ sì chuān suān liǎn téng","viny + ivy | four + stream","vaindjol boqlstrim","chinese","","","vaindjol","boqlstrim"
T20171000025027,"Ampelocissus hoabinhensis","酸蔹藤属红河酸蔹藤","suān liǎn téng shǔ hóng hé suān liǎn téng","viny + ivy | red + river","vaindjol redwigd","chinese","","","vaindjol","redwigd"
T20171000025028,"Ampelocissus sikkimensis","酸蔹藤属锡金酸蔹藤","suān liǎn téng shǔ xī jīn suān liǎn téng","viny + ivy | tin + gold","vaindjol yaijgum","chinese","","","vaindjol","yaijgum"
T20171000025030,"Ampelocissus xizangensis","酸蔹藤属西藏酸蔹藤","suān liǎn téng shǔ xī zàng suān liǎn téng","viny + ivy | west + hide","vaindjol webhaid","chinese","","","vaindjol","webhaid"
T20171000025033,"Ampelopsis aconitifolia","蛇葡萄属乌头叶蛇葡萄","shé pú táo shǔ wū tóu yè shé pú táo","vine + appearance | crow + head + leaf","vainxoz jokthedlif","chinese","","aconite","vainxoz","jokthedlif"
T20171000025041,"Ampelopsis acutidentata","蛇葡萄属尖齿蛇葡萄","shé pú táo shǔ jiān chǐ shé pú táo","vine + appearance | sharpness + toothed","vainxoz wemptuc","latin","","","vainxoz","wemptuc"
T20171000025042,"Ampelopsis bodinieri","蛇葡萄属蓝果蛇葡萄","shé pú táo shǔ lán guǒ shé pú táo","vine + appearance | blue + fruit","vainxoz bagfrut","chinese","","","vainxoz","bagfrut"
T20171000025065,"Ampelopsis delavayana","蛇葡萄属三裂蛇葡萄","shé pú táo shǔ sān liè shé pú táo","vine + appearance | reversal + lava + collection","vainxoz kwusgroflok","latin","","","vainxoz","kwusgroflok"
T20171000025079,"Ampelopsis glandulosa","蛇葡萄属蛇葡萄","shé pú táo shǔ shé pú táo","vine + appearance | kernellous","vainxoz croz","latin","","","vainxoz","croz"
T20171000025115,"Ampelopsis humulifolia","蛇葡萄属葎叶蛇葡萄","shé pú táo shǔ lǜ yè shé pú táo","vine + appearance | ground + city + leaf","vainxoz graundxuqlif","latin","","","vainxoz","graundxuqlif"
T20171000025123,"Ampelopsis japonica","蛇葡萄属白蔹","shé pú táo shǔ bái liǎn","vine + appearance | sun + begin + land","vainxoz sanriCland","latin","","","vainxoz","sanriCland"
T20171000025132,"Ampelopsis megalophylla","蛇葡萄属","shé pú táo shǔ","vine + appearance | great + leaf","vainxoz gretlif","latin","","","vainxoz","gretlif"
T20171000025135,"Ampelopsis mollifolia","蛇葡萄属毛叶蛇葡萄","shé pú táo shǔ máo yè shé pú táo","vine + appearance | soft + leaf","vainxoz saftlif","latin","","","vainxoz","saftlif"
T20171000025139,"Ampelopsis tomentosa","蛇葡萄属绒毛蛇葡萄","shé pú táo shǔ róng máo shé pú táo","vine + appearance | bristly","vainxoz zukt","latin","","","vainxoz","zukt"
T20171000025153,"Cayratia cordifolia","大麻藤属心叶大麻藤","dà má téng shǔ xīn yè dà má téng","heat + considered | heart + leaf","hitnaij naflif","latin","","","hitnaij","naflif"
T20171000025159,"Cayratia geniculata","大麻藤属膝曲大麻藤","dà má téng shǔ xī qū dà má téng","heat + considered | kneeling","hitnaij crof","latin","","","hitnaij","crof"
